_id,screen_name,text
1399454897972649984,remika28,"Recargando pilas 🔋

#Galicia #galiciagrafias #casiverano #IslasCíes #illasCíes en Galicia, Spain https://t.co/S6dxc0GREN"
1399454919032250373,GammaTeruo,"@CapitanUrias @MANGAbcn bueno,en teoría lo podéis programar cuando queráis....¿el mes que viene? ^^ 😊"
1399455354589614081,enriquembermejo,"Gran tormenta de granizo en #mirasierra #granizo #tormenta #madrid #mayo en Madrid, Spain https://t.co/LcftXwCvkZ"
1399455402564239362,maximogonz,"Mañana, la programación de Junio en la web más vista.
https://t.co/At7jksDzvi
La información que buscas
#avilesculturasegura en Avilés https://t.co/PJRkFqrIAy"
1399455894690271242,iiDrazZ,¿Por qué te acercas sabiendo que lo que toco toco yo se rompe? en Embalse de Cuber https://t.co/tKC1IVZgDV
1399456797526741003,neojams,"Tormentosso en Fuentemilanos, Castilla y León, Spain https://t.co/VIH3eYBrgp"
1399456807349755904,RaulGCoto,"Trujillo (#Caceres ) en Trujillo, Caceres https://t.co/O7WZvJqAxc"
1399456830351458307,sa_cordobes,"Dé día, siempre me ha gustado. Pero de noche es todavía más bonita, a las buenas noches cordobeses/as y adoptad@s. en Iglesia de Santa Victoria https://t.co/190fROS9Nm"
1399457147977715719,salcedo251277,"Vamosss en Málaga, Spain https://t.co/K6gDHZ91Ty"
1399457639839457280,FRANJARDIEL,"1.español 2.English #poramoralarte #forloveatart #sorteo #lottery #freeart en Zaragoza, Spain https://t.co/yrmQ6R8zeM"
1399457733628284933,InnovaMelilla,Fin de semana de Exámenes de Formación Profesional a Distancia en Melilla!!! Infórmate de todos los Ciclos Formativos de Grado Medio y Grado Superior Online disponibles!!!! 695419158📲 en Innova Formación Melilla https://t.co/BaDk7pStO9
1399457954085150722,sergidomfer,"Menuda tarde!!!! 😆 en Valdefuentes De Sangusín, Castilla y León, Spain https://t.co/TDYnRgvt5q"
1399458052814913545,Hkto_Khan,"💜 en Renedo, Castilla y León, Spain https://t.co/gsZcK20ttl"
1399458119063846923,Ventrue85,"Disfrutando del Sábado, terracita y buen tiempo! en Vitoria-Gasteiz, Pais Vasco, Spain https://t.co/mk2LWWkjYE"
1399458158372851716,mjperezglez,"Cuando te gusta algo disfrutas con ello🥳⚽️🥅
Con sonido así escuchan como me motivan 🙄🙄🙄
.
#sumaysigue #disfruta #conloquetegusta #trabaja #persiguetusueño #siempreconmigo❤️ #mipasion #futbol en Entreno https://t.co/XMkmgrUfy4"
1399458176882429952,tonycanada777,"Tarde de Playeo con Amig@s de verdad. Besos os quiero @tony_canada777 en santi petri, La Barrosa, Cadiz https://t.co/FaIxA4eUTs"
1399458193202466819,dennysinhu,Gracias amigo !!! Te quiero con locura @xgarciacruz en Ya'sta Club https://t.co/5UzUEQJVYl
1399458226115072001,TheDiaz98,"Gracias ✈️🌄 en Gran Canaria, Spain https://t.co/OmbiPAHL7P"
1399458445867335688,nagore_02,De hoy antes d volver bien quemadita 🦀 en Sopela https://t.co/oujuqlXd8D
1399458627212173316,LopezCarlosCs,"⚽️ Hoy he estado presente en el reconocimiento que ha hecho la ciudad de #Ávila al abulense @rpenha9 jugador del @villarrealcf y campeón de la @europaleague 

👏 Muchas gracias por llevar nuestra ciudad tan lejos https://t.co/ivso24rjo5"
1399458781419933701,PedrazaSantiago,Hoy hemos repetido en La Fonda de la Confianza. No tengo duda de que es el restaurante al que más voy a ir de manera frecuente. Su sencillez y naturalidad nos ha prendado. Qué gran lugar! Enhorabuena https://t.co/BUAgF59BvY
1399459101474803715,Surrenders,La diferencia sobre todas las cosas. #madrid #navacerrada #arbol #tree #nature en Navacerrada https://t.co/sNWX6vwRrt
1399459108772737024,AitorPerosanz,"En España está es la verdad de @partidopopular @ciudadanos y @vox_es .
#AlertaAntiFascista en Bilbo, Euskal Herria https://t.co/kAzLyCgUqg"
1399459132365709313,Mensfashion1221,"Hola chico, ¿te gusta nuestra ropa deportiva? 👉 https://t.co/SJnVDV08i4 https://t.co/HgjmBGKibT #felizlunes #gayworld #gaystagram #gayguy #gaystyle #ropahombre #mensfashion #madridgay #sponsored #gay #lgtbi #picante1221 en Madrid, Spain https://t.co/6KXagDCbVm"
1399459303493230595,SailorSmile,Preparando el bolo de el viernes.. #vermutlafabulosa #olivas #whatthefanta #livemusic #labrujanovelda @vermutlafabulosa @pedrakko en Monóvar https://t.co/KQ1jBHByWz
1399459466035269637,cokoyae,"Sirena de "" de los Ojos Turquesa "" 
Obra del Escultor 
 Salvador G. Ceballos 2002 
Bonita Rotonda en el Pueblo de Mar, municipio de Polanco 
 en Cantabria 🥰
#rotondaschulasdecantabria en Mar Polanco https://t.co/pT7GJfqd5b"
1399459762132160512,HOTELSANTILLANA,•Hotel Santillana***• en Hotel Santillana https://t.co/fpP3RHH7iq
1399459901966110730,AMtuner,"Han llegado los peques.
#Beldur y #Haizea

#ninfas #papilleros #pajaros #compañía en Guadalajara, Spain https://t.co/vh3dqIaQBP"
1399460021751226371,saraasensio95,Porque hoy me quiero un poco más que ayer 🌸 en Logroño https://t.co/1ldwP00hed
1399460038788386817,LaChinaLina1,"""... y nos vimos envueltos en eso que llaman conexión...""
📸@baffrann
.
.
#ensayosinfinitos #musica #emergentes #barcelona #lachinalina #madrid #somoslinkmusic #hardwork #sound #sola en el Poblenou, Barcelona https://t.co/ISDHoxi5Az"
1399460116034949120,AlbertoMataL,"Rayos! ⚡️⚡️ en Montecarmelo, Madrid, España https://t.co/FRWftnSEDI"
1399460117314211844,JavierMart1nez,"Cereal en nariz muy rico.Boca ligera, dulzona y sabrosa. ¡Rica! - Drinking a Sant Joseph by @cervesa_lovilot @ Bodega Fermín La Barceloneta  — https://t.co/FCVdQjQzvS"
1399460117561683972,jasmiralles,"En #Almeria tenemos de tó en María, Spain https://t.co/hPncJEpZ0G"
1399460330422550532,Lorena_Alonso_L,"¡¡Empezando la semana con @vitaminwellesp 💖Awake y Antioxidant!!
.
#vitaminwell #bebidasvitaminadas #awake #antioxidants en Club Deportivo Somontes https://t.co/tLPHzXhl0G"
1399460452686512132,SCoolHunter,"#buenasnoches 💙💥 @hades_spain Lunes superado 💥💙 en Gijón, Asturias https://t.co/f4jDtND3T4"
1399460940576444417,STE_CLUB,"BAEREN Nuestra primera cerveza. Japanese beer from Iwate.  Pruébala!

#beer #sake #japan #salvioniyalomar #cerveza #craftbeer #biru #oishi #iwate #baerenbeer @ Madrid, Spain https://t.co/7BesxIDkJ6"
1399461002270359556,comediscos,Lloverá??? en Shout https://t.co/1A0jMuH8cN
1399461361265131528,mariorey3,"Un dia de preocupación es mas agotador que un día de trabajo. 😇 en Laredo, Cantabria https://t.co/IElzYUl6Rn"
1399461716283564041,cokoyae,"Cruzando el Puente de Somo a una Pedreñera me encontré 🥰 
@losreginas 💯 en Puente de Somo https://t.co/9jBFmZiREx"
1399461794058543105,LopezCarlosCs,"🟩 Hoy @ciudadanos hemos acudido a la carpa informativa que la @aeccavila ha instalado en la Plaza del Mercado Grande con motivo del #DiaMundialSinTabaco en Ávila, Castilla y León, Spain https://t.co/v3WynxjiIg"
1399461857929334790,rosaswarez,Pues se ha quedado una noche muy fresquita. #rayosytruenos #elcielosenoscaeencima ⛈⛈⛈ en Puentevk https://t.co/FxDqtJjkRo
1399462187517857796,FcAndyRSpain,"Familia feliz lunes🎶😍
Los dejo con un pedacito de este tema para comenzar la semana con mucha energía 🔥💣🇪🇸🤗
@andyrivera
@luzmerygaleano_ 
@alexamejia22 
@teamandyrivera en Spain https://t.co/npl4z1yGaB"
1399462340957966339,patricia31ja,"NOCHES DE TORMENTA Y  DE ILUSIÓN COMO TE OLVIDASTE DE ESO Y NO ME VOY A LA RAZÓN en Tejares, Castilla y León, Spain https://t.co/iMcPMmNgZL"
1399462504061976582,JoyeriaOrlando,#professores  #professora  #profesör  #joyaspersonalisadas #plata925 #oroamarillo  #joyeriaorlando  #Manresa #petitcommerce en Joyería Relojería Orlando https://t.co/nOAMGEBk8C
1399462573498585090,jcaravaca21,"Pienso... luego existo.
.
.
.
.
#frigiliana #door #town en Frigiliana https://t.co/8sXolApK0j"
1399462736963293184,danicosta23_,"Good vibes 🤠🍀 en Ciudad De Tarragona, Balcon Del Mediterraneo https://t.co/1yfrJOszol"
1399462908329926659,beldi__,"🌳💚 en La Arboleda, Pais Vasco, Spain https://t.co/tgWfTKtlqr"
1399463792245886985,MaiderEgiguren,"perdiendo un poco el norte 🤩 en Sevilla, Andalucia, España https://t.co/honpFukf1O"
1399463870125809667,Pacogallardo24,"👨‍👩‍👦 en Arroyo de San Serván, Spain https://t.co/cRDrPzPlHj"
1399464114045476869,lifeton,Así da gusto cumplir años!!!! Muchas gracias a todos!!! 😘😘😘 en Community of Madrid https://t.co/5aFsGkC12I
1399464676631711744,scanalesgone1,"💢 Estrenando LED en el barrio 💡 en San Mamés De Meruelo, Cantabria, Spain https://t.co/FUGOXe6mrN"
1399464677621522434,fcpbve,"“ℂ𝕌𝔸ℕ𝔻𝕆 ℂℝ𝔼Í𝔸𝕄𝕆𝕊 ℚ𝕌𝔼 𝕋𝔼ℕÍ𝔸𝕄𝕆𝕊 𝕋𝕆𝔻𝔸𝕊 𝕃𝔸𝕊 ℝ𝔼𝕊ℙ𝕌𝔼𝕊𝕋𝔸𝕊, 𝔻𝔼 ℙℝ𝕆ℕ𝕋𝕆, ℂ𝔸𝕄𝔹𝕀𝔸ℝ𝕆ℕ 𝕋𝕆𝔻𝔸𝕊 𝕃𝔸𝕊 ℙℝ𝔼𝔾𝕌ℕ𝕋𝔸𝕊”.
-
-
🌸Felices sueños 🌸
-
- en Paseo Del Arenal https://t.co/JSGvfQafNu"
1399464898707574786,AvaquerizasP,"Ahí queda eso. Buenas noches. ❤️😘🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🅿️🅿️ en Coslada, Madrid, Spain https://t.co/uLimDkrNPq"
1399465105281200131,fjdiego,#cumbre de La Galana. #CircodeGredos en Circo de Gredos https://t.co/lIPeQ88cMu
1399465304506384384,igarciacortes,"Una cena de campeones. Hamburguesa de pollo crujiente marinado en salsa de soja con cebolla caramelizada 🍔🍗🍟

A dinner of champions.  Crispy chicken burger marinated in soy sauce with caramelized onion 🍔🍗🍟 https://t.co/1NLykEhEio"
1399465687773499398,mantekamartinez,"🐓🥚🐤🥚🦃""𝕌𝕟 𝕝í𝕕𝕖𝕣 𝕟𝕠 𝕥𝕖 𝕕𝕚𝕔𝕖
 𝕝𝕠 𝕢𝕦𝕖 𝕥𝕖𝕟é𝕤 𝕢𝕦𝕖 𝕙𝕒𝕔𝕖𝕣, 𝕥𝕖 
𝕞𝕦𝕖𝕤𝕥𝕣𝕒 𝕔𝕠𝕞𝕠 𝕤𝕖 𝕙𝕒𝕔𝕖""🦃🥚🐤🥚🐓 en Xixón. Asturies https://t.co/ewpH5GufkR"
1399465718970789900,susiiag99,Summer vibes ☀️🏖 en Playa de Bastiagueiro https://t.co/5xft2kKsHP
1399465987465007104,carmenarpon,"PP de Galicia en La Rioja, Spain https://t.co/qROftlgaH8"
1399466063289536516,fjdiego,Cima de #lagalana. #CircodeGredos en Circo de Gredos https://t.co/dl1y2eNdMH
1399466171439759367,vivionitier,Sacando la reflex. #tormentamadrid #Moratalaz #Rayos @ Parque de Moratalaz https://t.co/5ghkmzpssK
1399466348879794183,VJDD1,"Mucho ánimo a todos los compañeros que mañana día 1 comienzan la EPA de incendios. Os deseo una campaña tranquila y libre de riesgos. 🚒🔥👩🏼‍🚒 en Caminomorisco, Spain https://t.co/yvDRNEmpyg"
1399466349315952646,SandraRaga97,Quisiera haber querido lo que no he sabido querer. en Valencia https://t.co/A38BLroZJs
1399466461383606284,jofralo05,"🤗🤗🤗 en Arrabal De Portillo, Castilla y León, Spain https://t.co/DW3aZyFbge"
1399466550717992963,NoeeliaRuiz,"mi vida ahora mismo: 📈📉📈 en Barcelona, Spain https://t.co/Ea7MQQepPt"
1399466625938636804,jofralo05,"😯😯😲 en Arrabal De Portillo, Castilla y León, Spain https://t.co/xLGZZfXXbB"
1399466752250191873,jofralo05,"😒😒😒 en Arrabal De Portillo, Castilla y León, Spain https://t.co/qWCsZw2F3g"
1399466814602612740,winterwodpecker,Delantal de nuestro famoso Panther en Valencia https://t.co/VtQyskrrBv
1399467031800385536,EloyGomez93,"CUMPLEAÑOS FELIZ, CUMPLEAÑOS FELIZ, TE DESEA TU FOLLAOR, CUMPLEAÑOS FELIZ 🎉🎉🎉
Felices 2️⃣3️⃣ Papito Lindo 🎂🍾😇
A seguir disfrutando de la vida 💫🌎💃🏽
Te Quiero Primo ❤️❤️❤️
🙌🏽 ERES UNICO 🙌🏽 en Santaella, Spain https://t.co/wjvl8FUeyc"
1399467328551616516,Estela_algo,"En el pueblo de las mil caras en Mogarraz, Spain https://t.co/SiOKfEzpfa"
1399467378967261189,arturosantos12,"Tormenta en Salamanca, se nos cae el cielo encima, por tutatis. en Gran Vía (Salamanca) https://t.co/pEQQEDUPFg"
1399468026433392641,javi_embu,"Las sesiones con un buen equipo salen mejor📸
🔜🔜🔜🔜🔜🔜🔜🔜🔜🔜🔜🔜🔜🔜🔜
#shotbymbu
... 
Sigueme en @shotbymbu_photo
Mi portfolio  @shotbymbustudio 
Asistente @mrlutman_ 😉
... en Dunas de Maspalomas https://t.co/9jRojioD9r"
1399468069391683595,Islandfc,"PROMOCIÓN VERANO 
¡Infórmate en recepción!! en Island Fitness Center Centro Deportivo https://t.co/IH1TJhc7wW"
1399468236228411392,AzoeBoutique,"Últimas unidades disponibles... Tic... Tac...
.
#azoeboutique
#boutique
#fashion
#moda
#sessun
#vigo
#galicia en Azoe Boutique https://t.co/1ZPRBQ8xsQ"
1399468256155607042,triz_bearedondo,"¡Qué vida más dura la del gato! #descansando #despuesdeundurodia #descansodelguerrero #vidagatuna #gatos #violetaydory en Madrid, Spain https://t.co/vzOsZJ3558"
1399468306550112259,JosuVilla13,¡Back on stage! en Teatro Auditorio Buero Vallejo https://t.co/ancb1ovAC3
1399468498657628164,mariahdezz14,#coffeelover at @elbidoncafe 💛☕️ en El Bidón https://t.co/Bsv5AODtH4
1399469077400272903,dmentesveloces,"ASI ES QUERIDA AMIGA @mariferlaras 
.
#venezolanosporelmundo en Spain https://t.co/bKNmsHvvMV"
1399469521929396240,gonzaloanguis,"Buscan unos ojos brillantes
Algunos trazos convencidos
Una luz que alumbre y no aparte
Épica de lo común

León cumple ya 2 años en Granada, Spain https://t.co/6kw5uYCdz4"
1399469824477175816,RomiiPazos,Las dos porque soy indecisa en Templo de Debod https://t.co/83CeSmCdmF
1399470116522401806,Festiman_,"Vuelta a la Cova Tallada, hoy con @mireieta89 
#naturaleza #playa #senderismo #CovaTallada en La Cova Tallada https://t.co/Xs3qt2yVMF"
1399470671831392261,JavierMart1nez,Fruta de hueso y pino en nariz. Boca algo desequilibrada y alcohólica. Aún así bastante bien. - Drinking a House of Madness 2021 by Rec Brew @ Bodega Fermín La Barceloneta  — https://t.co/XDSL5KRVus
1399470692190597133,AnnettaBrewery,Acabando ya con la última cena en este día festivo de nuestra región. Mañana nos vemos a las 8 con los desayunos ☕🍞🥐😉 en Cafetería - cervecería Annetta Brewery https://t.co/nB62arp4hn
1399471112011014147,DoctoraDeAlcala,"Sexta y última sesión de ""EDUCACION Psicoemocional para Familias"" Dudas y preguntas sobre la gestión del duelo no resuelto. en Ceip Doctora de Alcalá https://t.co/5ctmbpzUYr"
1399471142918836224,jmpadillar,"#Amigos Visitas que valen oro...de #Ecuador a #LaRioja... en Logroño, La Rioja, España https://t.co/PUpPSkE2Jh"
1399471331821899780,jjmaraque,"Primavera.  #igersspain #corralrubio #igersalbacete #igersdallas #igerschicago #vancouver #ruralphotography #ruinas #afalbacete #igersalbacete #aldea #afaalbacete en Albacete, Castilla La Mancha, Spain. https://t.co/UrllPY4Xne"
1399471490542800898,Miguelangelcarv,"No es donde, sino con quien… ¡Verano a la vuelta de la esquina! en Plaza de España https://t.co/XmGZM6Ai2j"
1399471811939741696,luissalassolas,"Cazado

.
.

#castillayleon #burgos #spain #photo #olympus #olympusomd #mzuiko17mm #picoftheday #photooftheday #photographer #igers #igersspain #color #moment #tw #sunday #esOlympus #catedral #catedraldeburgos https://t.co/dQ1JqrUSyt"
1399472180963037187,Belgiallo,"Noa y titos prefes 🌻 en Santa Eulalia Del Río, Islas Baleares, Spain https://t.co/SYlzsmilCe"
1399472474606215174,Usmail_K,"Toledo Pre Corpus 2021 en Toledo, Spain https://t.co/gfhyoeK9Hr"
1399473426880995342,pablitoabad_,🏝💜 en Playa de Mataleñas https://t.co/zXmvRK2wuf
1399473461718884356,emi_egea_98,Finde 👌 en Campo de Criptana https://t.co/E4t2VF9A2J
1399474031208931340,vicperezal,"Imposible entender a una #mujer.
La quieres o no la quieres. en Las Palmas de Gran Canaria https://t.co/R40bYOor2Y"
1399474349518819328,Rosayoguini3,"“Mi sala de Yoga”
Lunes y jueves a las 20:00 🕗 

#yogaenlaplaya #amoelyoga #chandranamaskar #anahata #4chakra #vivimosenelparaiso en Playa De San Pedro https://t.co/AavA7PFQo3"
1399474438643634178,star_spanish,"¿Quién puede ser? #medusa en Madrid, Spain https://t.co/Q28mj9XH6Z"
1399474631116046339,Marcospandereta,"La nube vino cabreada para despedir mayo.
#mayo 
#tormentas 
#extremadurafotos 
#huertasdeánimas en Huertas De �Nimas, Extremadura, Spain https://t.co/k2tRwZcxaQ"
1399474693586010112,JavierMart1nez,En nariz predomina con mucho el cacao. En boca el punto salino y la naranja hay que buscarlo… Alcohol bien integrado. - Drinking an Imperial Chocolate &amp; Orange Gose Stout by Sesma Brewing/@FalkenBrewing @ Bodega Fermín La Barceloneta  — https://t.co/VtyFz9ialh
1399475600151269385,UrcelaUcles,"Mayo se despide cln  tormenta y lluvias en #Uclés 
#relámpagos #lluvia #VivirUclés #mayo #primavera2021
🎥@terrerosjoseluis en Uclés, Spain https://t.co/KsSYjjdXeR"
1399475886018158594,AsliDeco,Es una belleza y es milagrosa! Entren que caben cien! en ASLI DECO https://t.co/E3DyNg4HZ2
1399475901574926340,A_L_S_I_N_A,"La @lamega96 donde sea, nunca mejor dicho hasta en Málaga … Vacilando bajo la dirección y producción de mi amigo @profehenrybarrios #fm #lamega #dondesea #maracay #malaga #venezuela #spain en Málaga, Spain https://t.co/pvlQC70OmR"
1399475915739078660,ACEVEDOmetinca,"Centenario y bello #Campanario iluminado de #SonFerriol #Mallorca #Spain🇪🇸 en Son Ferriol, Islas Baleares, Spain https://t.co/1VincRgmlR"
1399476853824425984,Barna_Flor,"Ramos de flores para todas las fiestas y celebraciones. 
#flores #flowers #flors #barcelona #floristeriabarcelona en Barcelona, Spain https://t.co/MoyGyiNKEs"
1399477097610027019,LaLaborteca,"A por otro proyecto Veronique !!! 🖐️
#craftsworkshop #punto #knitt #knittingaddict #knitting_inspiration  #knitting #tallerescontinuados #ponunconoentuvida #tallerespunto #madrid #lalaborteca en La laborteca https://t.co/4LIa90o4cx"
1399477516121817096,oizquier,"De visita a Aldeasoña, disfrutando de placeres de esta tierra. #aldeasoña #sacramenia #asadorgarci #pagodecarraovejas #restauranteambivium en Pago de Carraovejas https://t.co/vHARfxfYYY"
1399478615847362560,cbcambre,"📸 Bótalle unha ollada ás nosa galería de fotos da finde.

🤝 Nesta ocasión contamos ca colaboración de @mreyes_bv para o partido dos sénior 👏👏👏 @ Polideportivo Municipal de Cambre https://t.co/sYMUbDgwWz"
1399478710613336064,vicperezal,"Una #biblioteca, una terraza con vistas al mar y un #jacuzzi, en la azotea, con barbacoa y parrilla, y plancha. No pido mucho. Ah, y un #hornodeleña. en Gran Canaria, Spain https://t.co/UdcABghvQE"
1399479773123026953,vicperezal,"De peregrinación a @latabernaelrocio en Ingenio, Canarias, Spain https://t.co/vxD9nVBAgp"
1399479909634953218,CarmenAnsedes,"#unclasico #asmarias 
@carmelaig atende, que non te enteras... logo pregunta , qué dixeches ?jajaja en As Duas Marias https://t.co/tRxOcjlres"
1399480074122973195,SANTIsegoviano,"Primer #torneopadel #opensantander ""Fulgencio Romera"" celebrado en #ciudadfinancierasantander en Ciudad Financiera del Santander https://t.co/jScUzhrqw6"
1399480139893940226,kikoratoncito,"Donde están los tíos? 💯 en Granada, España https://t.co/mSn0AmJu3S"
1399480388444098560,Bokeroncita,"Con mis amores🥰

#pizzametro en Pizzametro https://t.co/HTtyBDzBXv"
1399480470463815691,kikoratoncito,"Donde están los tíos? 💯 en Granada, España https://t.co/vSJ6ZJWsMu"
1399480515305127936,antonio_garrido,"Curvas muy peligrosas 🐍🐍#Calblanque #primavera #2021 en CalBlanque La Manga , Murcia https://t.co/44odVFR25p"
1399480708981166082,estati_co,#@inteligenciaArtificial para medir mejor las dosis de anestesia https://t.co/63Kd7lDK9e https://t.co/RMa9Mr2gs5
1399481150834458626,hathi81,"31-5-2021 hoy que mejor este vídeo para acabar con el mes de mayo y seguir con el siguiente. #trend #videos #risasymasrisas #foryou❤️ #fypシ #viralmemes en Madrid, Spain https://t.co/LnlyxWhIfb"
1399481822048927745,PepeZapata,"#BCN

estreno de #algunsdiesdahir en @la_villarroel... brillante trabajo de orfebrería entrecruzando nuestro pasado más próximo con las relaciones familiares... gran @miriamisclanews 

#clapping #pz @ La Villarroel https://t.co/pOTWqAkYlo"
1399481904387264517,Troito,"Preparados, listos, yaaaa!!! 

#olivito en Olla de San Vicente https://t.co/hqzO5AWQnd"
1399482186441670658,adeltoros,".  
.
.
.
.
#deltoroantonio
#grancanaria
#canaryislands
#extremesports
#bodyboarding
#canon
#CanonEspaña
#canonphotography
#picoftheday
📸 2020 Antonio del Toro 💯🌊 en EL FRONTON https://t.co/dZLCuVZg8O"
1399482436598353922,Oxidesign_Noe,11.11 en Montaña Palentina en Vivo https://t.co/3dPViqb66d
1399482465929121793,jacsuki13,Los lunes al sol 😎 #dedaelementisuperzero #wahooligan en Asturias https://t.co/SSP5fpmZDg
1399482834553868294,marco_cobos,Gracias chicos por la cena! Nos vemos pronto en Barcelona! 😉😘😊 @ Ventas (Madrid) https://t.co/8cdEVelF52
1399482887360192515,CharlesDez,"Contigo todos los días son perfectos, Grecia, hermosa 🥰 en Basílica de la Sagrada Família https://t.co/ciUPzFqoiS"
1399484288614158343,mnlmrn,"Magnifica Luz la de @lacasadelassemillas !! en Anatura, La casa de las Semillas https://t.co/REJKjLUSTm"
1399484856313188359,danielmirlo,EQUIPAZOOOOO⚽⚽⚽ en Barrio Santa Clara https://t.co/4U4RBOj2zk
1399485024894865411,VinicioReina,"Congratulations A Las Nenas De @fcbfemeni 
Tres Copas Ya...🏆🏆🏆🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅🏅 @ Barcelona, Spain https://t.co/8YtT50lgCK"
1399485193480720388,DioxCorp,"https://t.co/wfpdAjbV77 en León, Spain https://t.co/GIeQcAOAYm"
1399485248677847041,KarlosMaro,"Gustarme es poco, totalmente recomendable #cruelladevil 
#friends #cinemafullhd #splau en Cinemes FULL HD Splau! https://t.co/nADEgKI6JR"
1399485418110869508,dennysinhu,Q gusto da trabajar contigo @kellyroller_ en Ya'sta Club https://t.co/M6cGzHDH2Q
1399485782356676608,LukeyLeia,"No dejaré jamás de soñar. De disfrutar del olor del papel sobre mis manos. De usar marca páginas. Espero que ellos hagan lo mismo. 

#leeressoñar #LukeyLeo en Albacete https://t.co/8Z5Fgn2h6z"
1399485876275761160,machiinjr,💚 en Estadio Salto del Caballo https://t.co/UmjEbPkgOx
1399486899035705345,Sanchez1Vm,Hasta @martinez_almeida_ usa el @mibolibic_oficial El boli favorito de @quimyo del @hoteltresreyes de @visit_pamplona en Hotel Tres Reyes https://t.co/CXWTFBOTXk
1399487065272852483,figueclases,Lluvia primaveral en los mandriles... Eso no más te digo 🙏😊 en Plaza de toros Las Ventas https://t.co/Vrz8RNVmFu
1399487354428080135,newgardenleon,"El porqué de llamarse El Rincón de la Patata.
Está claro verdad ? en Barrio Húmedo - León https://t.co/RjBeMvdO8Z"
1399487390922719232,Borja_SJ,Mi lugar y mi persona favorita 💛 en Sala Bloom https://t.co/9TRhmzCi6n
1399488311987691523,AlvaroYelin,"Muchísimas felicidades pequeñaaaaaa 💜💜 por muchos más, gracias por todo, por estar ahí siempre! 
.
Disfruta tu día 💜💜 felices 26 en A Coruña, Spain https://t.co/bndg7UIuau"
1399488802314362882,clafernandez12,"Silueta con foto de Xana en la panza de @yenethxy en Galicia, Spain https://t.co/NRZ3gGEBH8"
1399488874137673739,JoseteCarax,"Cuando tienes complejo de pivón, y tu yo interno se burla 😜 en Madrid, Spain https://t.co/YHMCL8UfgD"
1399489233203703809,FotomatonBar,"💞repost 💞 @mayortom
...
Suena a tópico, pero echo mucho de menos un buen backstage 
📸 @juanflyfactory en Fotomatón bar- sala de conciertos https://t.co/9WmOzyh17J"
1399490022970212355,Mensfashion1221,"Hola chico, ¿te gusta nuestra ropa deportiva? 👉 https://t.co/SJnVDUIxqw https://t.co/HgjmBGsHkl #felizmartes #gayworld #gaystagram #gayguy #gaystyle #ropahombre #mensfashion #madridgay #sponsored #gay #lgtbi #picante1221 https://t.co/UyopAlTzbV"
1399490403850768384,Marina__Fdez,"Foto postu en Riópar, Castilla-La Mancha, Spain https://t.co/G7gj7MOOhA"
1399491117335334914,VictorCastuera,"Más programas así… Maravilla pura!!! Esto es disfrutar trabajando 😁 Hoy última semifinal #thedancer #animador #publico #baile #fiesta #recuperandolanormalidad #mayo #2021 en Madrid, Spain https://t.co/U8ynjjgQMy"
1399491638599290885,Granguadaira,"Momentos irrepetibles con vinos de talla mundial. Gracias @carlos.sanpedro.73 por tu generosidad.
@bodegaspujanza @rioja en Laguardia https://t.co/ZGkroEkSEc"
1399492810622083077,clafernandez12,"Nombre en madera decorado con delicadas perlas y hermosas mariposa 🦋 en Galicia, Spain https://t.co/gbvt2sf8P5"
1399492883762253824,FotomatonBar,"💞repost 💞 @santisunrise
...
Con Francisco Nixon 💖🎵 @francisco.nixon ¡Qué maravilla de concierto! ¡No he parado de cantar! @nahumgarcia en Fotomatón bar- sala de conciertos https://t.co/45xAnrDF8L"
1399493782584938499,KoldoEsparza,Gato antitaurino. (Me cagüen to). en Museo Taurino Municipal de Córdoba https://t.co/XWdaIdBhqI
1399493884716240897,androidez_es,"Con el #MotoG9Play de @motorola_es consigues días de 🔋 en una sola carga. 
¡Olvídate del cargador!

#motorola #androidez #tiendadeinformatica #tiendademoviles en Vera Playa https://t.co/7yTU4dRPby"
1399494166783172612,VickyLuthorLost,El envío que me faltaba de #aliexpress #pendientes #pendientesgatos #pendientesgatosplateados #earrings #catsearrings #gatos #cats #i❤️cats en Vicálvaro https://t.co/SZIVy3qbyn
1399494661232865290,carames32,"La 🙏gratitud🙏 es el sentimiento que más humildad concentra y más amor expande. en Ibiza, Spain https://t.co/ZpveKA7Ct6"
1399494731323916288,lopez433,"inunda la boca de amargo licor,
arde garganta,
partida de dados en el almacen,
miradas atentas se empujan.,
la sinceridad, enemiga del ganador,

https://t.co/sGIuCcYR3B en Fuente De Piedra, Andalucia, Spain https://t.co/sojVUn2r7s"
1399495414022291456,GammaTeruo,"@keychaincubb @miguel_shin @lorennafort no suelo hacerlo,pero me gustaría ver algo de esta lista antes de que se vayan,¿Qué me recomendáis? Excepto Fate,para ver el principio y luego no tener las otras series..."
1399496467677650945,NuMoJiSa,Ya hay ganas de playita!! #elgamusinoavila #elgamusino #elgamumola #gamustore #gamustoreavila en El Gamusino https://t.co/7C70Z0NZwO
