userid,Renta_zona_usuario,sentiment
372826254,17850.0,-0.73598
372826254,17850.0,-0.67009
372826254,17850.0,0.926692
372826254,17850.0,-0.8885059999999999
372826254,17850.0,-0.416854
372826254,17850.0,-0.961329
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.371137
372826254,17850.0,0.0
372826254,17850.0,-0.6877449999999999
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.956184
372826254,17850.0,-0.7045130000000001
372826254,17850.0,0.0
372826254,17850.0,0.781279
372826254,17850.0,-0.412355
372826254,17850.0,-0.4893020000000001
372826254,17850.0,0.0
372826254,17850.0,-0.801327
372826254,17850.0,0.44256
372826254,17850.0,-0.879857
372826254,17850.0,0.337899
372826254,17850.0,0.6680649999999999
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.862597
372826254,17850.0,-0.6692060000000001
372826254,17850.0,0.0
372826254,17850.0,-0.6097560000000001
372826254,17850.0,0.7675069999999999
372826254,17850.0,0.731704
372826254,17850.0,-0.352225
372826254,17850.0,-0.56442
372826254,17850.0,-0.798665
372826254,17850.0,-0.8331559999999999
372826254,17850.0,-0.692163
372826254,17850.0,0.667239
372826254,17850.0,0.0
372826254,17850.0,0.8980469999999999
372826254,17850.0,0.8687379999999999
372826254,17850.0,-0.791091
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.593175
372826254,17850.0,-0.575419
372826254,17850.0,-0.42481
372826254,17850.0,0.887913
372826254,17850.0,0.4088239999999999
372826254,17850.0,0.0
372826254,17850.0,-0.5361899999999999
372826254,17850.0,0.0
372826254,17850.0,-0.435288
372826254,17850.0,-0.346294
372826254,17850.0,-0.584885
372826254,17850.0,-0.742078
372826254,17850.0,-0.554634
372826254,17850.0,0.458317
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.615734
372826254,17850.0,0.356034
372826254,17850.0,-0.605046
372826254,17850.0,0.0
372826254,17850.0,0.835357
372826254,17850.0,-0.852096
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.718071
372826254,17850.0,-0.402059
372826254,17850.0,0.0
372826254,17850.0,-0.541443
372826254,17850.0,0.359017
372826254,17850.0,0.0
372826254,17850.0,-0.918663
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.608691
372826254,17850.0,0.281864
372826254,17850.0,0.729754
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.626747
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.560657
372826254,17850.0,0.0
372826254,17850.0,-0.543801
372826254,17850.0,-0.34013
372826254,17850.0,-0.482438
372826254,17850.0,0.277607
372826254,17850.0,-0.390474
372826254,17850.0,-0.634406
372826254,17850.0,0.0
372826254,17850.0,-0.744787
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.500889
372826254,17850.0,0.0
372826254,17850.0,0.405629
372826254,17850.0,-0.613405
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.959997
372826254,17850.0,-0.603348
372826254,17850.0,0.444692
372826254,17850.0,-0.825759
372826254,17850.0,0.0
372826254,17850.0,-0.544175
372826254,17850.0,-0.732491
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.270338
372826254,17850.0,0.316143
372826254,17850.0,-0.572421
372826254,17850.0,0.0
372826254,17850.0,-0.620474
372826254,17850.0,0.403827
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.8394469999999999
372826254,17850.0,0.735945
372826254,17850.0,-0.755272
372826254,17850.0,-0.963717
372826254,17850.0,0.724745
372826254,17850.0,0.534148
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.40223
372826254,17850.0,0.282886
372826254,17850.0,0.0
372826254,17850.0,0.905876
372826254,17850.0,0.611348
372826254,17850.0,0.0
372826254,17850.0,-0.408887
372826254,17850.0,0.0
372826254,17850.0,-0.309868
372826254,17850.0,0.0
372826254,17850.0,-0.985288
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.795981
372826254,17850.0,0.334148
372826254,17850.0,-0.597807
372826254,17850.0,-0.676595
372826254,17850.0,0.924885
372826254,17850.0,0.859685
372826254,17850.0,0.0
372826254,17850.0,0.771672
372826254,17850.0,0.572385
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.993674
372826254,17850.0,0.849691
372826254,17850.0,0.0
372826254,17850.0,0.626571
372826254,17850.0,-0.7656609999999999
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.770692
372826254,17850.0,0.0
372826254,17850.0,0.871612
372826254,17850.0,0.651772
372826254,17850.0,0.0
372826254,17850.0,0.669349
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.7857729999999999
372826254,17850.0,0.352247
372826254,17850.0,-0.5615760000000001
372826254,17850.0,-0.81494
372826254,17850.0,0.0
372826254,17850.0,-0.365431
372826254,17850.0,0.776505
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.511844
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.316094
372826254,17850.0,0.710755
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.807863
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.609396
372826254,17850.0,-0.511844
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.309015
372826254,17850.0,0.0
372826254,17850.0,0.920237
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.539762
372826254,17850.0,0.0
372826254,17850.0,0.977941
372826254,17850.0,0.0
372826254,17850.0,0.567291
372826254,17850.0,-0.267847
372826254,17850.0,-0.674095
372826254,17850.0,0.0
372826254,17850.0,-0.664408
372826254,17850.0,-0.491098
372826254,17850.0,-0.264273
372826254,17850.0,0.255818
372826254,17850.0,-0.779759
372826254,17850.0,0.8306879999999999
372826254,17850.0,-0.389257
372826254,17850.0,0.0
372826254,17850.0,-0.762215
372826254,17850.0,-0.7054520000000001
372826254,17850.0,-0.532995
372826254,17850.0,-0.785643
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.520545
372826254,17850.0,0.0
372826254,17850.0,0.516809
372826254,17850.0,-0.354777
372826254,17850.0,-0.586728
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.696307
372826254,17850.0,0.535704
372826254,17850.0,0.0
372826254,17850.0,0.4844229999999999
372826254,17850.0,0.41178
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.961045
372826254,17850.0,0.819608
372826254,17850.0,0.0
372826254,17850.0,0.547555
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.438874
372826254,17850.0,0.969207
372826254,17850.0,-0.8442649999999999
372826254,17850.0,0.0
372826254,17850.0,-0.337853
372826254,17850.0,-0.297746
372826254,17850.0,-0.876872
372826254,17850.0,-0.356404
372826254,17850.0,0.520334
372826254,17850.0,0.632037
372826254,17850.0,0.0
372826254,17850.0,0.956755
372826254,17850.0,-0.916661
372826254,17850.0,0.823299
372826254,17850.0,0.265685
372826254,17850.0,-0.6749189999999999
372826254,17850.0,0.8310629999999999
372826254,17850.0,0.685732
372826254,17850.0,-0.764716
372826254,17850.0,0.449924
372826254,17850.0,0.8160569999999999
372826254,17850.0,-0.443312
372826254,17850.0,0.8943700000000001
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.6158939999999999
372826254,17850.0,0.932202
372826254,17850.0,-0.813254
372826254,17850.0,0.0
372826254,17850.0,0.468485
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.4649439999999999
372826254,17850.0,-0.285104
372826254,17850.0,0.923362
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.8725299999999999
372826254,17850.0,0.572419
372826254,17850.0,0.0
372826254,17850.0,-0.511844
372826254,17850.0,0.571979
372826254,17850.0,-0.694902
372826254,17850.0,0.0
372826254,17850.0,0.36349
372826254,17850.0,0.365054
372826254,17850.0,0.365054
372826254,17850.0,0.0
372826254,17850.0,-0.983569
372826254,17850.0,-0.2637219999999999
372826254,17850.0,0.434413
372826254,17850.0,0.0
372826254,17850.0,-0.469563
372826254,17850.0,-0.643383
372826254,17850.0,-0.578805
372826254,17850.0,-0.7532
372826254,17850.0,0.4311930000000001
372826254,17850.0,0.824886
372826254,17850.0,0.962175
372826254,17850.0,-0.51395
372826254,17850.0,-0.492274
372826254,17850.0,0.0
372826254,17850.0,0.93866
372826254,17850.0,0.488375
372826254,17850.0,-0.7800060000000001
372826254,17850.0,0.0
372826254,17850.0,-0.866238
372826254,17850.0,0.957023
372826254,17850.0,0.8481190000000001
372826254,17850.0,0.0
372826254,17850.0,0.261626
372826254,17850.0,0.893034
372826254,17850.0,0.0
372826254,17850.0,-0.931172
372826254,17850.0,0.0
372826254,17850.0,-0.467392
372826254,17850.0,-0.6079939999999999
372826254,17850.0,0.0
372826254,17850.0,-0.4879949999999999
372826254,17850.0,0.0
372826254,17850.0,0.531737
372826254,17850.0,0.0
372826254,17850.0,0.266773
372826254,17850.0,-0.8438040000000001
372826254,17850.0,0.748212
372826254,17850.0,0.907547
372826254,17850.0,0.8075439999999999
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.598195
372826254,17850.0,0.920558
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.681859
372826254,17850.0,-0.8732549999999999
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.857618
372826254,17850.0,-0.642496
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.8984610000000001
372826254,17850.0,0.0
372826254,17850.0,-0.3240429999999999
372826254,17850.0,0.0
372826254,17850.0,-0.747609
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.765286
372826254,17850.0,-0.5123770000000001
372826254,17850.0,0.274806
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.4578109999999999
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.482788
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.607638
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.620875
372826254,17850.0,-0.582622
372826254,17850.0,-0.643494
372826254,17850.0,0.0
372826254,17850.0,0.626607
372826254,17850.0,0.957435
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.588454
372826254,17850.0,-0.6851010000000001
372826254,17850.0,0.0
372826254,17850.0,-0.57465
372826254,17850.0,0.0
372826254,17850.0,0.624283
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.441047
372826254,17850.0,0.255063
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.694864
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.488231
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.538884
372826254,17850.0,-0.600358
372826254,17850.0,-0.945825
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.6270399999999999
372826254,17850.0,0.0
372826254,17850.0,-0.335205
372826254,17850.0,0.0
372826254,17850.0,-0.688705
372826254,17850.0,0.9762
372826254,17850.0,0.779887
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.322384
372826254,17850.0,0.249538
372826254,17850.0,0.0
372826254,17850.0,0.841658
372826254,17850.0,0.0
372826254,17850.0,0.7291449999999999
372826254,17850.0,0.29975
372826254,17850.0,0.561415
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,-0.4620579999999999
372826254,17850.0,0.0
372826254,17850.0,0.736297
372826254,17850.0,-0.931961
372826254,17850.0,0.0
372826254,17850.0,0.0
372826254,17850.0,0.673283
372826254,17850.0,-0.575671
