userid,screen_name,Numero_pasados,Numero_presentes,Numero_futuros,Numero_condicionales,Numero_Infinitivos,Numero_Gerundios,Verbos_indicativo,Verbos_subjuntivo,Numero_determinantes,Determinantes_masc,Determinantes_fem,Determinantes_sing,Determinantes_plu,Determinantes_articulos,Determinantes_numerales,Determinantes_exclamativos,Determinantes_indefinidos,Determinantes_demostrativos,Determinantes_posesivos,Numero_nombres_propios,Numero_nombres_comunes,Numero_nombres,Nombres_singular,Nombres_plural,Nombres_masculino,Nombres_femenino,Genero_no_detectado,Numero_no_detectado,Numero_preposiciones,Numero_pronombres,Pronombres_masc,Pronombres_fem,Pronombres_sing,Pronombres_plu,Pronombres_personales,Pronombres_relativos,Pronombres_indefinidos,Pronombres_demostrativos,Pronombres_interrogativos,Pronombres_numerales,Pronombres_posesivos,Numero_emojis,Numero_hagstags,Numero_webs,Longitud_media_palabras,Moda_palabras_tweet,Mediana_palabras_tweet,Numero_errores,Numero_tipos_de_error,Numero_tildes,Numero_signos_puntuacion,Numero_adjetivos,Adjetivos_masc,Adjetivos_fem,Adjetivos_sing,Adjetivos_plu,Adjetivos_comparativos,Adjetivos_numerales,Adjetivos_calificativos,Media_palabras_por_sintagma,Numero_sintagmas,Renta_zona_usuario,sentiment
232878377,antoniopardo14,0.04,0.78,0.02,0.0,0.44,0.11,0.83,0.02,1.95,0.99,0.64,1.48,0.28,1.07,0.31,0.0,0.36,0.09,0.15,1.32,3.21,4.54,1.88,0.92,1.71,1.03,1.79,1.74,2.83,0.62,0.2,0.02,0.28,0.0,0.27,0.12,0.09,0.04,0.02,0.02,0.06,1.25,0.1,1.01,6.56,3.64,4.9,0.75,0.59,0.74,2.12,0.61,0.21,0.17,0.53,0.06,0.01,0.07,0.6,5.19,5.75,12950.0,0.2
233345061,A_MtnezIniesta,0.06,0.6,0.04,0.0,0.25,0.1,0.66,0.04,1.49,0.76,0.65,1.21,0.37,1.03,0.08,0.0,0.17,0.1,0.12,2.36,2.59,4.95,1.43,1.05,1.58,0.88,2.49,2.46,2.44,0.49,0.12,0.04,0.2,0.0,0.27,0.11,0.04,0.04,0.02,0.0,0.02,0.5,0.94,0.96,8.42,5.36,6.27,0.74,0.69,1.28,2.56,0.68,0.28,0.1,0.45,0.21,0.03,0.0,0.65,4.98,5.27,10850.0,0.38
234784742,PI1968,0.0,0.97,0.01,0.0,0.95,0.0,0.98,0.0,2.05,0.03,1.97,2.0,0.02,1.05,0.05,0.0,0.95,0.0,0.01,1.03,2.14,3.17,2.03,0.03,0.04,2.01,1.12,1.11,3.09,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,1.0,5.94,2.03,4.5,1.08,1.03,0.07,1.09,0.07,0.03,0.04,0.04,0.03,0.0,0.0,0.07,4.98,6.06,12250.0,0.16
234853274,NievesVM,0.0,0.91,0.0,0.0,0.86,0.02,0.91,0.0,1.03,0.08,0.89,0.97,0.03,0.06,0.06,0.0,0.88,0.03,0.03,2.08,1.18,3.26,1.02,0.06,0.09,0.98,2.18,2.18,2.0,0.03,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.71,1.02,6.88,4.73,5.13,1.5,1.26,0.09,1.48,0.06,0.02,0.05,0.03,0.03,0.0,0.02,0.06,4.2,4.12,10850.0,0.59
235999054,dukart_,0.0,0.69,0.0,0.0,0.46,0.15,0.62,0.08,0.92,0.23,0.38,0.85,0.0,0.38,0.31,0.0,0.23,0.0,0.23,0.77,1.38,2.15,0.92,0.31,0.69,0.54,0.92,0.92,1.31,1.23,0.23,0.0,0.69,0.0,0.77,0.23,0.23,0.0,0.0,0.0,0.0,0.15,0.0,0.0,7.48,6.31,7.35,1.85,1.54,0.08,0.08,0.54,0.38,0.08,0.54,0.0,0.0,0.0,0.54,4.33,3.69,15750.0,-0.41
237053950,Antonio_CruzMa,1.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5,7.5,5.5,0.0,4.0,1.5,2.0,2.0,7.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,5.48,2.0,4.5,4.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.82,13.5,12250.0,-0.79
237363671,vinostravel,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.5,8.58,3.5,7.25,0.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.07,7.0,12950.0,0.0
237549337,lawyerlu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,5.5,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,14350.0,0.88
238994850,lolagracia2,0.43,1.41,0.11,0.02,0.46,0.07,1.83,0.15,2.91,1.35,1.25,2.27,0.67,1.83,0.3,0.0,0.4,0.25,0.3,1.14,4.34,5.48,2.89,1.06,1.64,2.1,1.74,1.53,3.14,1.57,0.41,0.08,0.76,0.0,0.84,0.2,0.32,0.09,0.1,0.0,0.02,0.74,0.36,0.6,5.98,3.45,4.7,1.04,0.69,1.91,2.83,1.11,0.36,0.31,0.75,0.32,0.03,0.04,1.07,5.16,8.38,10150.0,0.27
239965124,ruuudf,0.22,0.49,0.0,0.03,0.19,0.16,0.68,0.05,0.73,0.24,0.41,0.57,0.22,0.49,0.08,0.0,0.14,0.03,0.14,1.16,1.22,2.38,0.76,0.27,0.41,0.59,1.38,1.35,0.95,0.68,0.05,0.05,0.41,0.0,0.35,0.08,0.16,0.08,0.0,0.0,0.0,0.35,0.05,0.22,5.38,3.81,4.69,0.84,0.49,0.43,0.68,0.43,0.11,0.05,0.35,0.05,0.0,0.0,0.43,3.96,3.0,16450.0,-0.04
240268600,EliMorales8,0.2,1.1,0.1,0.0,0.9,0.2,1.3,0.0,1.6,0.5,0.9,1.3,0.2,0.7,0.2,0.0,0.5,0.1,0.0,1.5,2.6,4.1,2.2,0.2,1.0,1.4,1.7,1.7,2.4,0.7,0.2,0.0,0.4,0.0,0.5,0.1,0.0,0.1,0.0,0.0,0.0,1.2,2.0,1.0,6.91,3.8,5.4,1.2,1.1,0.8,2.1,0.5,0.2,0.0,0.4,0.0,0.0,0.0,0.5,4.94,6.3,10850.0,0.33
241945690,AppLinares,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.29,23.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,16450.0,-0.35
242091396,estelamelcon,0.4,2.1,0.0,0.0,0.7,0.1,2.2,0.3,3.45,1.65,1.7,2.85,0.65,2.45,0.1,0.0,0.3,0.35,0.2,0.65,4.65,5.3,3.2,1.0,1.85,2.2,1.25,1.1,4.35,2.2,0.6,0.1,1.05,0.0,1.4,0.35,0.25,0.05,0.05,0.0,0.1,1.7,0.6,0.4,5.24,2.9,4.25,1.4,1.1,1.7,4.2,1.25,0.5,0.3,0.9,0.35,0.15,0.05,1.1,6.4,9.7,16450.0,-0.14
242123668,miguel_ibarra_,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.33,10.0,7.0,4.0,3.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.75,4.0,12950.0,0.0
243347140,Hector_Braga,0.41,1.38,0.12,0.01,0.54,0.17,1.76,0.16,2.97,1.39,1.24,2.2,0.63,1.93,0.33,0.0,0.47,0.14,0.2,2.98,4.78,7.76,3.08,1.28,2.17,2.0,3.59,3.41,3.18,1.5,0.37,0.11,0.78,0.01,0.82,0.38,0.15,0.11,0.02,0.0,0.07,2.06,0.85,0.63,6.01,3.37,5.0,5.44,1.51,2.96,4.11,1.95,0.68,0.45,1.38,0.5,0.03,0.09,1.92,5.6,10.17,13650.0,0.34
244045005,Torinoga,0.04,0.26,0.0,0.0,0.14,0.07,0.27,0.03,0.97,0.43,0.45,0.84,0.09,0.75,0.08,0.0,0.1,0.03,0.04,3.08,2.03,5.11,1.43,0.34,0.75,0.99,3.37,3.34,2.23,0.21,0.05,0.01,0.06,0.0,0.14,0.04,0.02,0.01,0.0,0.0,0.0,0.01,5.46,1.0,8.08,5.19,7.01,1.32,1.13,0.91,2.47,0.32,0.07,0.14,0.25,0.06,0.01,0.03,0.31,3.84,4.87,12950.0,0.14
247907680,m3n3chm0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.32,2.85,3.17,2.51,0.07,2.51,0.07,0.59,0.59,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3.61,1.07,8.21,5.8,6.51,1.59,1.34,0.05,1.29,0.1,0.05,0.0,0.02,0.07,0.05,0.0,0.05,3.0,3.68,15750.0,0.01
248121040,Jahuma79,0.0,0.5,0.0,0.0,0.17,0.0,0.33,0.17,0.33,0.33,0.0,0.5,0.0,0.17,0.0,0.0,0.17,0.17,0.0,2.17,1.17,3.33,0.67,0.0,0.5,0.17,2.67,2.67,1.33,0.33,0.0,0.0,0.17,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.33,1.67,0.67,8.53,6.5,6.67,0.5,0.5,0.5,0.67,0.33,0.17,0.0,0.17,0.17,0.0,0.0,0.33,3.76,3.17,14350.0,0.16
248152453,Angel_betis,0.17,0.5,0.0,0.0,0.33,0.0,0.67,0.0,1.17,0.83,0.17,1.17,0.0,0.83,0.17,0.0,0.17,0.0,0.17,1.5,1.67,3.17,1.67,0.0,0.67,1.0,1.5,1.5,2.17,1.33,0.0,0.0,0.0,0.0,1.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.09,2.33,4.0,1.17,1.0,0.83,2.67,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.17,4.07,5.33,12950.0,0.02
248846369,blaidelta,0.12,0.25,0.0,0.0,0.0,0.0,0.38,0.0,0.88,0.38,0.5,0.88,0.0,0.88,0.0,0.0,0.0,0.0,0.0,3.0,2.12,5.12,1.75,0.12,0.62,1.25,3.25,3.25,1.62,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.25,7.92,4.75,5.25,2.5,1.12,1.5,1.62,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,4.06,4.25,11550.0,0.2
249233501,Locaxlostacones,0.18,0.92,0.05,0.0,0.59,0.0,1.13,0.03,1.69,0.72,0.79,1.36,0.38,0.79,0.18,0.0,0.59,0.08,0.18,2.38,2.67,5.05,1.69,0.64,1.0,1.31,2.74,2.72,2.67,0.82,0.21,0.08,0.38,0.0,0.44,0.13,0.13,0.05,0.03,0.03,0.03,1.44,0.08,0.95,6.12,3.87,4.49,2.05,1.23,0.77,2.0,0.62,0.18,0.18,0.44,0.15,0.0,0.05,0.62,5.09,5.9,11550.0,0.61
249353387,gordobarkley34,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.5,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.93,9.0,10.5,1.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,12950.0,-0.43
250208005,magoe_,0.19,0.75,0.03,0.0,0.5,0.06,0.94,0.0,0.84,0.44,0.41,0.75,0.22,0.75,0.0,0.0,0.06,0.0,0.12,1.25,1.81,3.06,0.97,0.66,0.94,0.66,1.47,1.44,2.09,0.66,0.22,0.0,0.25,0.0,0.41,0.16,0.03,0.03,0.03,0.0,0.0,0.0,0.0,1.0,6.67,3.88,5.17,0.94,0.75,0.41,1.12,0.41,0.19,0.16,0.28,0.12,0.0,0.0,0.41,4.56,4.66,16450.0,0.06
250403991,VegaBornos8,0.17,0.44,0.01,0.0,0.25,0.13,0.6,0.03,1.11,0.63,0.41,1.01,0.13,0.81,0.07,0.0,0.21,0.01,0.09,1.72,2.44,4.16,1.51,0.48,1.24,0.72,2.2,2.17,2.19,0.44,0.07,0.01,0.16,0.0,0.24,0.13,0.07,0.0,0.0,0.0,0.0,1.96,0.07,0.96,6.76,4.0,5.01,1.89,1.17,0.69,1.29,0.4,0.21,0.11,0.31,0.09,0.01,0.03,0.37,4.47,4.52,11550.0,0.41
252241736,Maikmaikmaik17,0.5,1.05,0.05,0.0,0.4,0.15,1.5,0.1,2.1,0.85,0.6,1.2,0.35,1.05,0.65,0.0,0.1,0.2,0.05,1.2,1.9,3.1,1.4,0.25,1.0,0.65,1.45,1.45,1.3,1.4,0.15,0.05,0.85,0.0,0.85,0.2,0.1,0.2,0.05,0.0,0.0,0.1,0.0,0.05,4.98,3.4,4.35,1.7,0.95,1.2,2.9,0.25,0.1,0.0,0.2,0.05,0.1,0.0,0.15,4.75,5.25,15750.0,0.06
252798088,SaraOrradre,0.64,1.64,0.18,0.0,0.55,0.18,2.36,0.09,3.0,1.55,1.27,2.64,0.64,1.91,0.18,0.0,0.36,0.27,0.45,1.45,3.64,5.09,3.0,0.45,1.45,2.0,1.64,1.64,2.55,1.64,0.18,0.0,0.55,0.0,0.91,0.64,0.0,0.09,0.0,0.0,0.0,1.55,0.09,0.55,5.78,2.82,4.36,1.09,1.09,1.55,2.64,1.18,0.73,0.09,1.09,0.09,0.0,0.0,1.18,5.53,8.27,13650.0,0.15
254193917,VicenSkywalker,0.09,0.73,0.27,0.0,0.45,0.0,0.91,0.18,1.64,1.09,0.55,1.45,0.36,1.0,0.0,0.0,0.27,0.09,0.18,1.36,3.73,5.09,2.45,1.0,1.64,1.64,1.82,1.64,2.45,1.09,0.27,0.09,0.09,0.0,0.64,0.0,0.18,0.09,0.09,0.0,0.09,2.55,0.55,1.0,6.89,4.55,5.36,1.45,1.18,2.09,3.64,0.91,0.36,0.09,0.36,0.45,0.0,0.18,0.91,4.42,7.27,10850.0,0.65
255065995,ivan_perezcoto,0.12,1.0,0.08,0.02,0.24,0.06,1.11,0.1,2.48,1.02,0.85,1.71,0.31,1.33,0.62,0.0,0.37,0.12,0.12,1.88,3.62,5.5,2.46,0.6,1.39,1.63,2.47,2.44,2.55,0.95,0.15,0.06,0.5,0.0,0.55,0.14,0.17,0.05,0.02,0.01,0.01,0.25,0.41,1.03,6.3,3.83,4.78,1.42,0.87,1.74,3.81,0.9,0.34,0.25,0.68,0.17,0.03,0.04,0.88,4.96,7.31,14350.0,0.05
255206585,principitopeter,0.03,1.24,0.0,0.0,0.52,0.24,1.24,0.07,1.79,1.1,0.59,1.62,0.31,1.03,0.1,0.0,0.34,0.21,0.31,0.93,3.07,4.0,2.17,0.62,1.45,1.38,1.17,1.21,2.55,0.79,0.28,0.0,0.52,0.0,0.55,0.1,0.07,0.0,0.0,0.0,0.07,1.45,1.17,1.24,6.6,3.14,4.88,1.31,1.1,1.0,2.24,0.69,0.38,0.1,0.48,0.21,0.07,0.0,0.59,5.25,5.86,11550.0,0.46
256136140,ccoo_ib_barajas,0.03,1.15,0.03,0.0,0.59,0.03,1.21,0.0,1.62,0.59,0.97,1.18,0.44,0.68,0.06,0.0,0.53,0.06,0.26,2.59,2.47,5.06,1.74,0.44,0.97,1.21,2.88,2.88,2.74,0.71,0.15,0.15,0.44,0.0,0.44,0.03,0.03,0.0,0.0,0.03,0.21,0.35,0.47,1.0,7.24,2.76,5.62,2.5,1.41,0.79,1.62,0.65,0.21,0.0,0.47,0.15,0.0,0.0,0.65,5.4,5.68,14350.0,0.24
258002841,ferdutilh,0.52,2.14,0.1,0.0,0.66,0.1,2.52,0.21,4.0,2.31,1.45,3.34,0.72,3.24,0.24,0.0,0.41,0.1,0.28,2.17,4.86,7.03,3.41,1.17,2.59,1.93,2.52,2.45,3.1,2.03,0.21,0.14,1.0,0.0,0.93,0.38,0.38,0.21,0.14,0.0,0.0,0.24,0.0,0.52,5.6,3.52,4.38,3.1,1.69,2.34,5.41,1.97,0.62,0.59,1.55,0.41,0.17,0.14,1.79,5.86,10.52,15050.0,-0.21
258484725,Quetavian,0.64,2.7,0.07,0.04,1.11,0.29,3.17,0.33,3.53,1.68,1.42,2.48,0.86,1.94,0.42,0.0,0.76,0.3,0.16,1.37,4.97,6.34,3.09,1.3,2.16,2.12,2.06,1.95,4.19,2.94,0.48,0.08,1.51,0.0,1.94,0.51,0.29,0.08,0.1,0.0,0.04,0.25,0.03,0.11,4.85,3.03,4.1,1.65,0.93,2.04,5.01,1.18,0.48,0.31,0.86,0.3,0.06,0.07,1.11,7.03,11.6,10850.0,-0.12
259669505,albertocl91,0.0,0.33,0.0,0.0,0.0,0.17,0.33,0.0,1.0,0.5,0.0,0.5,0.0,0.17,0.5,0.0,0.33,0.0,0.0,1.67,1.17,2.83,1.0,0.0,0.33,0.67,1.83,1.83,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.67,5.5,4.17,4.92,1.5,1.33,0.33,0.83,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.17,3.91,3.17,10150.0,0.13
260770383,benneton1,0.17,0.72,0.04,0.02,0.34,0.08,0.89,0.04,1.67,1.02,0.48,1.24,0.35,1.14,0.17,0.0,0.21,0.11,0.07,1.59,2.69,4.28,1.66,0.68,1.27,1.07,1.94,1.94,2.48,0.49,0.09,0.02,0.23,0.0,0.33,0.07,0.07,0.02,0.0,0.0,0.0,0.07,2.75,0.94,6.83,3.8,5.5,2.3,1.87,0.67,1.84,0.73,0.3,0.2,0.48,0.17,0.04,0.02,0.69,4.78,5.52,8050.0,0.41
261151568,Rosabarriosinmo,0.07,1.24,0.02,0.0,0.71,0.02,1.2,0.13,1.56,0.8,0.69,1.56,0.13,0.87,0.07,0.0,0.58,0.0,0.18,1.58,2.58,4.16,1.96,0.4,1.27,1.07,1.82,1.8,2.47,0.64,0.16,0.0,0.31,0.0,0.4,0.16,0.07,0.0,0.0,0.0,0.02,1.27,0.22,1.0,6.32,2.82,4.59,0.36,0.36,0.6,1.13,0.49,0.2,0.11,0.36,0.11,0.02,0.02,0.47,5.48,5.51,10850.0,0.39
261310537,vinoabdon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,5.5,7.5,4.0,1.5,3.5,1.5,2.5,2.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.23,2.0,4.5,1.0,1.0,1.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,8.08,6.0,12250.0,0.41
261407461,MiriamLRoca,0.0,0.98,0.0,0.0,0.94,0.0,0.98,0.0,0.98,0.0,0.98,0.96,0.02,0.04,0.0,0.0,0.94,0.0,0.0,4.41,1.02,5.43,0.98,0.04,0.02,1.0,4.41,4.41,1.96,0.04,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.17,1.0,6.0,2.43,5.05,3.5,0.93,1.74,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02,4.74,14350.0,0.19
262839393,Achikitu,0.02,0.85,0.03,0.0,0.68,0.08,0.9,0.0,1.52,0.53,0.79,1.15,0.19,0.5,0.19,0.0,0.61,0.08,0.08,3.4,1.87,5.27,1.11,0.42,0.55,0.97,3.76,3.74,2.48,0.37,0.08,0.05,0.06,0.0,0.21,0.08,0.03,0.0,0.0,0.0,0.05,0.29,0.63,1.03,7.26,4.66,5.57,1.6,1.4,0.45,3.11,0.31,0.11,0.1,0.23,0.08,0.0,0.02,0.31,4.49,6.52,13650.0,0.63
263359147,diegoarce_,0.15,1.21,0.06,0.0,0.46,0.08,1.38,0.06,2.0,1.15,0.73,1.4,0.63,1.25,0.12,0.0,0.25,0.21,0.1,0.75,2.96,3.71,1.67,1.06,1.44,1.25,1.02,0.98,2.02,1.21,0.21,0.06,0.58,0.0,0.56,0.19,0.31,0.08,0.04,0.0,0.04,0.4,0.06,0.25,5.41,3.58,4.48,0.56,0.48,1.21,2.12,0.62,0.31,0.17,0.35,0.27,0.04,0.0,0.56,4.94,5.85,12250.0,-0.19
263589741,gavazper,0.09,1.3,0.0,0.04,0.19,0.07,1.31,0.11,1.41,0.76,0.52,1.24,0.24,0.93,0.13,0.0,0.17,0.07,0.15,0.83,2.52,3.35,1.54,0.76,0.96,1.35,1.04,1.06,1.54,1.19,0.28,0.06,0.52,0.02,0.59,0.22,0.22,0.09,0.04,0.0,0.04,0.59,0.98,0.43,6.54,4.02,5.35,0.78,0.61,0.94,2.39,0.69,0.28,0.11,0.54,0.11,0.06,0.0,0.63,3.94,5.09,16450.0,0.36
263775255,romanzum,0.08,0.69,0.12,0.0,0.3,0.14,0.85,0.04,1.83,0.69,0.78,1.19,0.31,0.85,0.36,0.0,0.56,0.04,0.0,1.47,3.9,5.38,2.42,1.06,1.82,1.64,1.92,1.9,3.79,0.45,0.12,0.06,0.19,0.0,0.19,0.1,0.11,0.02,0.0,0.02,0.0,0.1,3.83,1.0,6.42,3.61,5.43,3.01,2.02,0.86,1.67,1.22,0.6,0.18,0.88,0.26,0.01,0.04,1.2,5.52,6.68,17150.0,0.06
264174489,AcerMoby,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.33,0.0,0.0,0.67,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.33,0.0,0.67,0.0,0.67,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.71,4.0,4.33,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.0,0.33,0.0,0.0,3.92,4.67,12950.0,0.74
270085920,fabiopoeta79,0.12,0.48,0.0,0.0,0.28,0.08,0.52,0.08,1.12,0.48,0.44,1.08,0.12,0.44,0.2,0.0,0.48,0.0,0.28,1.24,2.52,3.76,1.8,0.44,0.8,1.36,1.6,1.52,1.88,0.16,0.08,0.0,0.0,0.0,0.04,0.0,0.12,0.0,0.0,0.0,0.0,1.24,0.32,1.04,7.83,4.28,5.66,0.8,0.64,0.92,1.84,0.64,0.12,0.28,0.56,0.04,0.0,0.08,0.64,3.9,4.68,12250.0,0.36
270938576,abbaralc7,0.15,1.3,0.0,0.0,0.4,0.05,1.35,0.1,1.35,0.7,0.35,1.0,0.2,0.85,0.3,0.0,0.1,0.05,0.05,0.7,1.7,2.4,1.25,0.35,1.0,0.55,0.85,0.8,1.35,1.05,0.25,0.0,0.6,0.0,0.5,0.2,0.25,0.05,0.0,0.05,0.0,0.05,0.0,0.15,4.93,2.7,4.5,0.9,0.75,0.75,1.35,0.35,0.2,0.0,0.3,0.05,0.05,0.0,0.3,4.21,4.1,11550.0,-0.14
271366555,VICENTEPELUQUER,0.04,0.76,0.0,0.0,0.57,0.06,0.76,0.02,1.22,0.36,0.74,1.04,0.15,0.45,0.12,0.0,0.57,0.05,0.06,1.06,1.81,2.87,1.23,0.33,0.51,1.04,1.33,1.32,1.99,0.24,0.05,0.04,0.1,0.0,0.1,0.03,0.09,0.02,0.0,0.0,0.0,0.05,0.08,1.11,7.16,3.78,5.13,0.39,0.32,0.3,0.38,0.25,0.07,0.04,0.15,0.1,0.02,0.0,0.23,4.78,4.38,14350.0,0.5
271616923,miguecampos87,0.23,0.54,0.03,0.0,0.09,0.0,0.69,0.11,0.8,0.54,0.23,0.6,0.26,0.46,0.03,0.0,0.14,0.09,0.09,1.03,1.6,2.63,0.97,0.6,0.94,0.63,1.06,1.06,1.0,0.71,0.26,0.0,0.4,0.0,0.49,0.11,0.06,0.03,0.0,0.0,0.03,0.11,0.43,0.11,6.16,5.31,5.71,1.23,1.03,0.31,0.86,0.63,0.26,0.11,0.43,0.14,0.06,0.03,0.57,3.68,3.2,15750.0,0.1
272448483,MauroDieste,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.5,2.0,2.5,1.0,4.0,0.5,0.0,0.0,0.0,0.0,3.5,6.5,10.0,2.5,2.5,2.0,2.5,5.5,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,5.67,2.0,4.5,6.0,2.5,2.5,5.5,1.5,0.5,0.0,1.5,0.0,0.0,0.0,1.5,4.29,10.0,14350.0,0.46
276184330,cosmicaviajera_,0.0,1.0,0.0,0.0,0.2,0.6,1.0,0.0,1.4,0.6,0.8,1.2,0.2,0.8,0.0,0.0,0.4,0.2,0.0,0.8,1.2,2.0,0.8,0.2,0.4,0.6,1.0,1.0,2.4,1.0,0.0,0.0,0.6,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,3.6,4.0,0.8,6.94,2.6,6.1,1.6,1.2,0.4,1.0,1.0,0.4,0.2,0.8,0.2,0.0,0.0,1.0,5.54,4.8,15750.0,0.95
276662432,morenin69,0.04,1.35,0.0,0.0,0.5,0.12,1.35,0.04,2.19,1.08,0.81,1.54,0.42,1.15,0.31,0.0,0.62,0.04,0.12,0.65,2.58,3.23,1.5,0.88,1.0,1.38,0.85,0.85,2.08,1.04,0.19,0.0,0.58,0.0,0.54,0.23,0.15,0.0,0.12,0.0,0.0,0.54,0.42,0.77,6.97,3.19,5.38,1.88,1.42,0.31,1.31,0.73,0.27,0.08,0.5,0.23,0.0,0.04,0.73,4.15,5.69,15050.0,0.19
279099257,Helda1970,0.0,0.6,0.0,0.0,0.4,0.0,0.6,0.0,1.8,0.6,1.0,1.4,0.8,1.2,0.2,0.0,0.2,0.2,0.4,1.0,5.0,6.0,3.2,1.8,2.0,3.0,1.0,1.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.8,1.6,7.74,4.2,5.5,1.6,1.4,1.4,2.6,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.4,4.89,6.8,15050.0,0.53
