userid,Renta_zona_usuario,sentiment
2447435551,15050.0,0.33
2450114873,17850.0,0.31
2463357939,16450.0,-0.08
2470461019,14350.0,0.88
2478248288,18550.0,-0.12
2589966336,20650.0,0.99
2590262197,9450.0,0.39
2619524632,15050.0,0.11
2634467116,15050.0,0.82
2683609415,13650.0,0.1
2700872377,18550.0,0.27
2701385095,16450.0,0.17
2715520649,17850.0,-0.12
2717800595,13650.0,0.44
2721651880,19950.0,0.47
2725086567,13650.0,0.53
2780261897,25550.0,0.46
2784600836,11550.0,0.15
2790036724,19950.0,0.14
2801748476,11550.0,0.17
2806028193,10150.0,0.29
2811551502,14350.0,-0.04
2811678010,19950.0,0.3
2813182292,24150.0,0.5
2818037288,20650.0,-0.01
2820086110,15750.0,0.94
2824821220,15750.0,0.45
2839794603,10850.0,0.31
2846589448,11550.0,0.18
2849966783,13650.0,0.94
2852161145,15750.0,0.35
2868844529,15750.0,0.88
2876531356,12950.0,-0.27
2880098614,12950.0,0.88
2884243551,12950.0,0.0
2888045993,20650.0,0.32
2929264889,13650.0,0.33
2954412032,24850.0,0.19
2961245014,10850.0,0.9
2962176526,20650.0,0.89
2980926617,12950.0,-0.02
2984964558,15750.0,0.59
2987496809,24150.0,0.53
2987756981,13650.0,0.66
2994651286,17150.0,0.12
3020515995,11550.0,0.66
3028917351,14350.0,0.31
3047980213,14350.0,0.06
3050173383,17150.0,0.24
3084889895,15750.0,0.49
3195857861,11550.0,0.21
3257570392,13650.0,0.0
3299750224,20650.0,0.3
3303990730,31150.0,0.66
3307134681,13650.0,0.2
3317791572,16450.0,0.0
3322694254,15750.0,-0.2
3347486092,20650.0,0.08
3352643962,12250.0,-0.1
3404236917,12950.0,0.84
3423075119,17850.0,-0.51
3493315096,17150.0,0.68
3625151243,31150.0,0.18
3642202455,25550.0,0.01
3906790347,10850.0,-0.17
4032581554,20650.0,-0.03
4068581420,20650.0,0.28
4069778056,19950.0,0.08
4156387583,20650.0,0.87
4188658216,31150.0,0.62
4493898437,12950.0,0.78
4573758741,31150.0,0.0
4762937895,23450.0,0.36
4821880871,19250.0,0.13
4826581221,22750.0,0.58
4831592985,13650.0,0.12
4904589382,24850.0,0.26
4909525545,11550.0,0.34
701379658600882176,12950.0,0.13
703568000935395329,19950.0,0.21
707199601443545089,20650.0,0.31
711860194184192000,15050.0,0.29
714457610418786304,30450.0,0.48
720430419091525633,15050.0,0.49
720967051448303616,15050.0,0.84
727259403787882497,20650.0,0.22
731458412794499072,11550.0,-0.04
732138081483100160,22050.0,0.02
741365706055417856,15750.0,0.21
745015101464412160,19250.0,0.64
745651197286162432,23450.0,0.08
753023866096812033,16450.0,0.77
761237429072388097,21350.0,-0.04
762953902195089409,13650.0,0.67
765151600197398528,13650.0,0.51
765875049492582400,20650.0,0.41
784330613008371712,26950.0,0.34
785488050847645696,10850.0,0.01
792019202752274433,15050.0,-0.23
793586530593992710,22050.0,-0.02
797755210638704640,24150.0,0.15
798677324078215168,15750.0,0.38
800174454428925952,20650.0,-0.03
800430827947442177,15750.0,0.26
805532057891995649,10150.0,-0.09
808273317698433024,15050.0,0.31
810969072729030657,19950.0,0.9
822525983236517888,16450.0,-0.18
826567122776125444,19950.0,-0.03
831192743196160001,20650.0,0.41
840287644789723138,15050.0,0.96
844552032157650945,11550.0,0.02
854798686748069888,10150.0,0.14
858239568356749312,20650.0,-0.06
861591645648822272,10850.0,0.09
862562895045042176,18550.0,0.49
867028282805452801,15050.0,-0.05
883619282957078528,14350.0,0.24
895342759716040704,20650.0,0.47
897499511240740864,12250.0,0.15
906980814461816832,12950.0,0.18
908104055888732160,21350.0,-0.28
922961219329421312,12950.0,0.75
929134414784815104,31150.0,0.67
930369949079621632,15050.0,0.92
943934464488550401,17850.0,-0.09
954909107261267968,17850.0,0.1
975873120639873024,20650.0,0.05
982279077284466688,24500.0,-0.09
995390255871221760,24850.0,0.79
1003051234897612811,31150.0,0.47
1005828519543431168,14350.0,0.12
1007728560906358787,12950.0,0.19
1015438132005818373,19950.0,-0.15
1024219018683711488,12950.0,0.51
1024745163996966912,10150.0,-0.05
1027500125332094976,15750.0,0.59
1030888281741946881,18550.0,0.48
1033076669920305154,13650.0,0.02
1037014022435102722,15750.0,0.03
1037068558809923584,12950.0,0.53
1040172360291246081,12250.0,0.15
1054813515297574912,18550.0,0.09
1056820583642603520,13650.0,-0.33
1061593635924385792,15750.0,0.32
1073525091110146048,15050.0,0.06
1073902588196720640,22750.0,0.02
1074442192469540866,26250.0,0.06
1078442597553786880,11550.0,0.8
1081712479372226560,15050.0,-0.0
1089767514773618688,22050.0,0.55
1090194829420699648,17850.0,0.0
1100923696359845889,14350.0,0.01
1105542481263902720,15050.0,-0.01
1114203034735738881,17150.0,0.47
1120653792234680320,10850.0,0.44
1122820243825594368,16450.0,0.0
1140249032335470592,21350.0,0.12
1173575975218700288,10150.0,0.68
1175127978973564928,12950.0,0.67
1176192835260993539,22050.0,0.04
1189702928656977921,18550.0,0.02
1200179486517530624,22050.0,0.0
1205270366408597504,15750.0,-0.34
1211406454877343744,12950.0,-0.01
1213216502981124096,34650.0,0.0
1213856027696758784,12250.0,0.35
1223580367950614530,16450.0,0.08
1228796214067572736,22050.0,-0.15
1232004214047506439,11550.0,0.0
1234530465153003523,10850.0,0.1
1236249558893711360,20650.0,0.63
1242235462565101568,23450.0,0.94
1247968813099954177,31150.0,-0.05
1254359068967387141,20650.0,0.07
1254448067287363584,22050.0,0.66
1254744340871684096,15050.0,0.66
1275304160955699200,31150.0,0.36
1278660061162807297,15050.0,0.74
1280083332878012416,24150.0,0.45
1281171244319232006,10850.0,0.0
1282962428695904258,10850.0,0.77
1291073416477528064,15050.0,0.12
1293646096598806529,11550.0,0.4
1296093471342821376,20650.0,0.45
1306778898009665537,8750.0,0.41
1307678140953767936,31150.0,0.9
1308381130375168000,16450.0,0.0
1330838848235065344,13650.0,0.69
1337140587498237957,15750.0,0.31
1347607514402185218,11200.0,-0.3
1348038805715116032,15050.0,0.26
1349102652743946246,23450.0,0.12
1353132416077062144,18550.0,0.01
1365755573799632897,16450.0,0.0
1369034164155129862,10850.0,0.73
1371732772793020419,12950.0,0.23
1372289445337165832,15050.0,0.22
1373616685014511617,16450.0,0.61
1384038314043342850,15050.0,0.0
1406376126528753670,11550.0,0.56
1419458757554278402,14350.0,0.25
1427753105282699266,16450.0,0.59
1435945480987586561,17850.0,0.32
1437048257289539589,28700.0,0.21
