userid,screen_name,Numero_pasados,Numero_presentes,Numero_futuros,Numero_condicionales,Numero_Infinitivos,Numero_Gerundios,Verbos_indicativo,Verbos_subjuntivo,Numero_determinantes,Determinantes_masc,Determinantes_fem,Determinantes_sing,Determinantes_plu,Determinantes_articulos,Determinantes_numerales,Determinantes_exclamativos,Determinantes_indefinidos,Determinantes_demostrativos,Determinantes_posesivos,Numero_nombres_propios,Numero_nombres_comunes,Numero_nombres,Nombres_singular,Nombres_plural,Nombres_masculino,Nombres_femenino,Genero_no_detectado,Numero_no_detectado,Numero_preposiciones,Numero_pronombres,Pronombres_masc,Pronombres_fem,Pronombres_sing,Pronombres_plu,Pronombres_personales,Pronombres_relativos,Pronombres_indefinidos,Pronombres_demostrativos,Pronombres_interrogativos,Pronombres_numerales,Pronombres_posesivos,Numero_emojis,Numero_hagstags,Numero_webs,Longitud_media_palabras,Moda_palabras_tweet,Mediana_palabras_tweet,Numero_errores,Numero_tipos_de_error,Numero_tildes,Numero_signos_puntuacion,Numero_adjetivos,Adjetivos_masc,Adjetivos_fem,Adjetivos_sing,Adjetivos_plu,Adjetivos_comparativos,Adjetivos_numerales,Adjetivos_calificativos,Media_palabras_por_constituyente,Numero_constituyentes,Renta_zona_usuario,sentiment
248152453,Angel_betis,0.17,0.5,0.0,0.0,0.33,0.0,0.67,0.0,1.17,0.83,0.17,1.17,0.0,0.83,0.17,0.0,0.17,0.0,0.17,1.5,1.67,3.17,1.67,0.0,0.67,1.0,1.5,1.5,2.17,1.0,0.0,0.0,0.0,0.17,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.09,2.33,4.0,1.17,1.0,0.83,2.67,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.17,4.07,5.33,12950.0,0.02
248846369,blaidelta,0.12,0.25,0.0,0.0,0.0,0.0,0.38,0.0,0.88,0.38,0.5,0.88,0.0,0.88,0.0,0.0,0.0,0.0,0.0,3.0,2.12,5.12,1.75,0.12,0.62,1.25,3.25,3.25,1.62,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.25,7.92,4.75,5.25,2.5,1.12,1.5,1.62,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,4.06,4.25,11550.0,0.2
249233501,Locaxlostacones,0.18,0.92,0.05,0.0,0.59,0.0,1.13,0.03,1.69,0.72,0.79,1.36,0.38,0.79,0.18,0.0,0.59,0.08,0.18,2.38,2.67,5.05,1.69,0.64,1.0,1.31,2.74,2.72,2.67,0.97,0.26,0.08,0.41,0.21,0.56,0.13,0.13,0.05,0.03,0.05,0.03,1.44,0.08,0.95,6.12,3.87,4.49,2.05,1.23,0.77,2.0,0.62,0.18,0.18,0.44,0.15,0.0,0.05,0.62,5.09,5.9,11550.0,0.61
249353387,gordobarkley34,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.5,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.93,9.0,10.5,1.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,12950.0,-0.43
250403991,VegaBornos8,0.17,0.44,0.01,0.0,0.25,0.13,0.6,0.03,1.11,0.63,0.41,1.01,0.13,0.81,0.07,0.0,0.21,0.01,0.09,1.72,2.44,4.16,1.51,0.48,1.24,0.72,2.2,2.17,2.19,0.52,0.08,0.01,0.17,0.17,0.29,0.13,0.07,0.01,0.0,0.01,0.0,1.96,0.07,0.96,6.76,4.0,5.01,1.89,1.17,0.69,1.29,0.4,0.21,0.11,0.31,0.09,0.01,0.03,0.37,4.47,4.52,11550.0,0.41
252798088,SaraOrradre,0.64,1.64,0.18,0.0,0.55,0.18,2.36,0.09,3.0,1.55,1.27,2.64,0.64,1.91,0.18,0.0,0.36,0.27,0.45,1.45,3.64,5.09,3.0,0.45,1.45,2.0,1.64,1.64,2.55,1.73,0.27,0.0,0.64,0.18,0.91,0.64,0.0,0.18,0.0,0.0,0.0,1.55,0.09,0.55,5.78,2.82,4.36,1.09,1.09,1.55,2.64,1.18,0.73,0.09,1.09,0.09,0.0,0.0,1.18,5.53,8.27,13650.0,0.15
254193917,VicenSkywalker,0.09,0.73,0.27,0.0,0.45,0.0,0.91,0.18,1.64,1.09,0.55,1.45,0.36,1.0,0.0,0.0,0.27,0.09,0.18,1.36,3.73,5.09,2.45,1.0,1.64,1.64,1.82,1.64,2.45,1.09,0.45,0.09,0.09,0.55,0.55,0.0,0.18,0.18,0.09,0.0,0.09,2.55,0.55,1.0,6.89,4.55,5.36,1.45,1.18,2.09,3.64,0.91,0.36,0.09,0.36,0.45,0.0,0.18,0.91,4.42,7.27,10850.0,0.65
255206585,principitopeter,0.03,1.24,0.0,0.0,0.52,0.24,1.24,0.07,1.79,1.1,0.59,1.62,0.31,1.03,0.1,0.0,0.34,0.21,0.31,0.93,3.07,4.0,2.17,0.62,1.45,1.38,1.17,1.21,2.55,1.0,0.24,0.07,0.62,0.1,0.69,0.14,0.07,0.03,0.0,0.0,0.07,1.45,1.17,1.24,6.6,3.14,4.88,1.31,1.1,1.0,2.24,0.69,0.38,0.1,0.48,0.21,0.07,0.0,0.59,5.25,5.86,11550.0,0.46
258484725,Quetavian,0.64,2.7,0.07,0.04,1.11,0.29,3.17,0.33,3.53,1.68,1.42,2.48,0.86,1.94,0.42,0.0,0.76,0.3,0.16,1.37,4.97,6.34,3.09,1.3,2.16,2.12,2.06,1.95,4.19,3.01,0.5,0.07,1.51,0.27,1.99,0.51,0.29,0.08,0.1,0.01,0.05,0.25,0.03,0.11,4.85,3.03,4.1,1.64,0.93,2.04,5.01,1.18,0.48,0.31,0.86,0.3,0.06,0.07,1.11,7.03,11.6,10850.0,-0.12
259669505,albertocl91,0.0,0.33,0.0,0.0,0.0,0.17,0.33,0.0,1.0,0.5,0.0,0.5,0.0,0.17,0.5,0.0,0.33,0.0,0.0,1.67,1.17,2.83,1.0,0.0,0.33,0.67,1.83,1.83,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.67,5.5,4.17,4.92,1.5,1.33,0.33,0.83,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.17,3.91,3.17,10150.0,0.13
260770383,benneton1,0.17,0.72,0.04,0.02,0.34,0.08,0.89,0.04,1.67,1.02,0.48,1.24,0.35,1.14,0.17,0.0,0.21,0.11,0.07,1.59,2.69,4.28,1.66,0.68,1.27,1.07,1.94,1.94,2.48,0.59,0.09,0.07,0.24,0.11,0.39,0.07,0.07,0.07,0.0,0.0,0.0,0.07,2.75,0.94,6.83,3.8,5.5,2.3,1.87,0.67,1.84,0.73,0.3,0.2,0.48,0.17,0.04,0.02,0.69,4.78,5.52,8050.0,0.41
261151568,Rosabarriosinmo,0.07,1.24,0.02,0.0,0.71,0.02,1.2,0.13,1.56,0.8,0.69,1.56,0.13,0.87,0.07,0.0,0.58,0.0,0.18,1.58,2.58,4.16,1.96,0.4,1.27,1.07,1.82,1.8,2.47,0.82,0.18,0.0,0.31,0.09,0.56,0.18,0.07,0.0,0.0,0.0,0.02,1.27,0.22,1.0,6.32,2.82,4.59,0.36,0.36,0.6,1.13,0.49,0.2,0.11,0.36,0.11,0.02,0.02,0.47,5.48,5.51,10850.0,0.39
261310537,vinoabdon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,5.5,7.5,4.0,1.5,3.5,1.5,2.5,2.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.23,2.0,4.5,1.0,1.0,1.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,8.08,6.0,12250.0,0.41
262839393,Achikitu,0.02,0.85,0.03,0.0,0.68,0.08,0.9,0.0,1.52,0.53,0.79,1.15,0.19,0.5,0.19,0.0,0.61,0.08,0.08,3.4,1.87,5.27,1.11,0.42,0.55,0.97,3.76,3.74,2.48,0.39,0.08,0.1,0.11,0.15,0.19,0.08,0.03,0.03,0.0,0.0,0.05,0.29,0.63,1.03,7.26,4.66,5.57,1.6,1.4,0.45,3.11,0.31,0.11,0.1,0.23,0.08,0.0,0.02,0.31,4.49,6.52,13650.0,0.63
263359147,diegoarce_,0.15,1.21,0.06,0.0,0.46,0.08,1.38,0.06,2.0,1.15,0.73,1.4,0.63,1.25,0.12,0.0,0.25,0.21,0.1,0.75,2.96,3.71,1.67,1.06,1.44,1.25,1.02,0.98,2.02,1.35,0.21,0.06,0.6,0.21,0.71,0.19,0.29,0.08,0.04,0.0,0.04,0.4,0.06,0.25,5.41,3.58,4.48,0.56,0.48,1.21,2.12,0.62,0.31,0.17,0.35,0.27,0.04,0.0,0.56,4.94,5.85,12250.0,-0.19
264174489,AcerMoby,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.33,0.0,0.0,0.67,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.33,0.0,0.67,0.0,0.67,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.71,4.0,4.33,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.0,0.33,0.0,0.0,3.92,4.67,12950.0,0.74
270085920,fabiopoeta79,0.12,0.48,0.0,0.0,0.28,0.08,0.52,0.08,1.12,0.48,0.44,1.08,0.12,0.44,0.2,0.0,0.48,0.0,0.28,1.24,2.52,3.76,1.8,0.44,0.8,1.36,1.6,1.52,1.88,0.16,0.12,0.0,0.0,0.16,0.04,0.0,0.12,0.0,0.0,0.0,0.0,1.24,0.32,1.04,7.83,4.28,5.66,0.8,0.64,0.92,1.84,0.64,0.12,0.28,0.56,0.04,0.0,0.08,0.64,3.9,4.68,12250.0,0.36
270938576,abbaralc7,0.15,1.3,0.0,0.0,0.4,0.05,1.35,0.1,1.35,0.7,0.35,1.0,0.2,0.85,0.3,0.0,0.1,0.05,0.05,0.7,1.7,2.4,1.25,0.35,1.0,0.55,0.85,0.8,1.35,1.1,0.25,0.0,0.6,0.25,0.55,0.2,0.25,0.05,0.0,0.05,0.0,0.05,0.0,0.15,4.93,2.7,4.5,0.9,0.75,0.75,1.35,0.35,0.2,0.0,0.3,0.05,0.05,0.0,0.3,4.21,4.1,11550.0,-0.14
279555990,Yaiza_MC,0.0,0.8,0.2,0.2,0.6,0.0,1.2,0.0,1.0,0.4,0.6,1.4,0.2,0.4,0.0,0.0,0.2,0.2,0.6,0.4,2.2,2.6,1.6,0.4,0.6,1.4,0.6,0.6,1.6,1.2,0.2,0.2,0.4,0.0,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,4.43,3.2,4.1,0.2,0.2,1.0,0.8,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.4,5.47,4.0,9450.0,-0.02
280719275,thegastronomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,2.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,13650.0,0.97
284151631,NuMoJiSa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,11.0,9.5,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.5,2.0,13650.0,0.97
286113574,manusnchz,0.1,0.43,0.0,0.0,0.19,0.05,0.48,0.05,0.71,0.43,0.24,0.67,0.14,0.48,0.05,0.0,0.1,0.05,0.14,2.05,1.43,3.48,0.9,0.29,0.67,0.52,2.29,2.29,1.95,0.29,0.1,0.0,0.1,0.05,0.19,0.05,0.05,0.0,0.0,0.0,0.0,2.81,0.95,1.0,7.08,4.24,5.64,1.95,1.43,0.86,1.57,0.38,0.14,0.05,0.33,0.05,0.05,0.0,0.29,3.9,3.19,10150.0,0.52
287235638,Merchan2903,0.39,0.33,0.06,0.0,0.28,0.06,0.72,0.06,1.33,0.72,0.39,1.17,0.22,0.78,0.22,0.0,0.17,0.06,0.28,1.0,3.06,4.06,2.17,0.33,0.94,1.44,1.67,1.56,2.44,0.78,0.06,0.11,0.56,0.0,0.44,0.11,0.0,0.06,0.17,0.0,0.0,0.17,0.06,0.56,6.66,3.72,5.03,1.83,1.0,0.44,1.5,0.5,0.17,0.17,0.5,0.0,0.11,0.11,0.39,4.28,5.06,12250.0,-0.0
291934214,Barrero_jose,0.19,1.35,0.0,0.0,0.65,0.05,1.43,0.14,2.49,1.22,1.05,1.92,0.76,1.51,0.22,0.0,0.43,0.11,0.46,1.54,3.76,5.3,2.38,1.19,1.78,1.73,1.78,1.73,2.89,1.03,0.24,0.05,0.49,0.22,0.43,0.3,0.14,0.05,0.0,0.0,0.14,0.03,0.03,1.41,6.27,3.32,4.66,2.46,1.7,1.0,4.08,0.81,0.32,0.24,0.65,0.16,0.03,0.03,0.76,5.63,7.43,12250.0,0.36
291951071,crispiral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.67,3.67,1.33,0.33,0.33,1.33,2.0,2.0,2.0,0.33,0.33,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,3.33,0.67,1.0,7.1,6.0,6.17,0.67,0.67,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.33,10850.0,0.74
293091302,JoaquiinCP91,0.18,0.93,0.09,0.0,0.41,0.15,1.16,0.04,1.74,0.78,0.75,1.44,0.35,1.18,0.21,0.0,0.16,0.15,0.24,1.05,2.55,3.6,1.72,0.57,1.04,1.21,1.34,1.31,2.24,1.06,0.21,0.06,0.6,0.1,0.69,0.2,0.07,0.07,0.01,0.0,0.02,0.29,0.47,0.37,5.65,3.64,4.87,0.89,0.84,0.85,1.88,0.65,0.28,0.14,0.51,0.12,0.02,0.05,0.63,5.15,5.2,11550.0,0.09
295118083,Intersetas7,0.14,1.71,0.43,0.07,0.5,0.0,2.07,0.29,1.57,0.86,0.5,1.21,0.21,0.71,0.21,0.0,0.36,0.21,0.07,1.29,2.57,3.86,1.64,0.36,1.14,0.79,1.93,1.86,2.07,2.07,0.5,0.0,1.36,0.29,1.07,0.5,0.43,0.0,0.07,0.0,0.0,2.0,0.07,0.64,5.62,3.79,4.39,2.86,1.64,1.29,3.43,0.64,0.43,0.07,0.43,0.21,0.0,0.07,0.64,5.07,6.29,11550.0,0.57
295171937,NataliaaLoa,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0.0,2.0,1.0,0.0,1.0,0.0,0.67,1.0,0.0,0.0,0.33,0.0,2.33,3.33,5.67,1.33,0.67,1.33,0.67,3.67,3.67,4.33,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.67,5.15,3.67,4.5,2.67,2.67,1.67,2.33,1.0,0.67,0.0,1.0,0.0,0.0,0.0,0.67,4.49,6.33,12950.0,0.33
296980084,AdrianJM13,0.0,3.33,0.0,0.0,0.33,1.0,3.33,0.0,5.33,2.0,2.33,4.0,0.33,1.33,1.0,0.0,2.33,0.33,0.0,0.33,7.0,7.33,6.0,0.67,2.33,4.0,1.0,0.67,5.0,1.67,0.67,0.0,1.0,0.0,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,5.31,2.67,4.5,1.0,1.0,2.33,5.33,2.0,1.67,0.0,2.0,0.0,0.0,0.0,2.0,6.53,11.67,10150.0,0.02
299057482,canquesruiz,0.11,0.69,0.03,0.0,0.27,0.07,0.76,0.07,1.06,0.64,0.3,0.98,0.21,0.74,0.12,0.0,0.11,0.05,0.22,0.86,3.22,4.08,2.38,0.29,1.39,1.27,1.42,1.41,2.25,1.21,0.32,0.08,0.69,0.12,0.7,0.32,0.1,0.04,0.02,0.0,0.03,2.84,1.06,1.01,7.37,3.48,4.82,2.96,2.2,0.71,4.07,0.52,0.29,0.13,0.45,0.06,0.02,0.05,0.5,5.01,4.88,10850.0,0.43
299264539,cocinadedolores,0.03,1.69,0.08,0.0,0.94,0.14,1.72,0.08,2.19,0.56,1.47,1.75,0.36,1.14,0.17,0.0,0.78,0.08,0.08,2.69,3.61,6.31,2.56,0.83,1.08,2.19,3.03,2.92,2.94,0.75,0.17,0.06,0.58,0.03,0.5,0.08,0.03,0.06,0.06,0.0,0.03,0.0,0.19,1.03,6.14,3.83,4.74,1.72,1.06,0.94,2.69,0.72,0.39,0.17,0.56,0.17,0.06,0.0,0.64,5.39,7.67,12250.0,0.54
300861743,_paolacabello,0.19,1.56,0.0,0.0,0.81,0.11,1.64,0.11,2.03,1.08,0.86,1.86,0.31,1.17,0.08,0.0,0.56,0.22,0.19,0.72,3.19,3.92,2.42,0.44,1.28,1.5,1.14,1.06,2.61,1.69,0.17,0.03,0.97,0.17,1.08,0.25,0.14,0.19,0.03,0.0,0.0,1.61,0.06,0.25,5.06,3.19,4.03,0.94,0.92,1.19,2.17,0.81,0.25,0.19,0.75,0.03,0.03,0.03,0.75,5.18,6.61,11550.0,0.16
301121772,nitronux,0.41,1.28,0.02,0.01,0.47,0.13,1.58,0.14,2.27,1.15,0.92,1.71,0.54,1.59,0.21,0.0,0.32,0.08,0.14,1.04,3.33,4.37,2.2,0.86,1.51,1.49,1.37,1.31,2.43,1.36,0.23,0.07,0.72,0.1,0.86,0.22,0.16,0.05,0.07,0.0,0.01,0.62,0.22,0.16,5.1,3.07,4.27,1.12,0.64,1.29,2.1,0.85,0.32,0.34,0.68,0.15,0.04,0.04,0.8,5.42,6.75,12950.0,0.03
301819773,victorfrancofut,0.17,1.33,0.0,0.0,1.0,0.0,1.67,0.0,1.5,0.5,0.83,1.17,0.17,0.67,0.17,0.0,0.67,0.0,0.0,2.5,1.83,4.33,1.33,0.33,0.83,0.83,2.67,2.67,2.0,0.5,0.0,0.0,0.17,0.17,0.33,0.17,0.0,0.0,0.0,0.0,0.0,0.33,0.33,1.0,6.33,4.5,4.33,2.67,1.83,0.5,1.17,0.5,0.33,0.0,0.5,0.0,0.0,0.0,0.5,5.44,5.67,10850.0,-0.0
304645793,MikePadilla9,0.2,0.88,0.01,0.01,0.37,0.08,1.03,0.07,0.98,0.47,0.35,0.79,0.18,0.54,0.16,0.0,0.21,0.05,0.14,0.52,1.63,2.15,1.09,0.32,0.73,0.66,0.76,0.74,1.19,1.04,0.19,0.03,0.63,0.08,0.64,0.17,0.16,0.03,0.04,0.0,0.02,0.12,0.01,0.09,5.0,3.83,4.45,1.15,0.65,0.7,1.18,0.54,0.28,0.12,0.45,0.08,0.02,0.02,0.52,4.32,3.84,12950.0,-0.06
306057559,isalosilla,0.04,0.65,0.0,0.0,0.46,0.06,0.63,0.06,1.19,0.31,0.54,0.52,0.38,0.38,0.35,0.0,0.35,0.08,0.04,2.56,3.06,5.62,1.6,0.63,0.65,1.54,3.42,3.38,2.35,0.63,0.19,0.02,0.27,0.31,0.23,0.31,0.04,0.02,0.02,0.0,0.06,3.44,2.31,1.27,10.2,6.79,7.85,2.5,1.38,0.85,2.13,0.69,0.25,0.21,0.42,0.19,0.0,0.08,0.67,4.29,5.58,10850.0,0.65
307285877,LuciaGilLopez,0.43,1.71,0.0,0.0,0.43,0.0,1.57,0.43,2.43,0.86,1.43,2.29,0.14,1.43,0.14,0.0,0.71,0.14,0.14,0.14,3.29,3.43,2.43,0.71,1.14,2.0,0.29,0.29,1.43,2.14,0.43,0.29,1.29,0.0,1.14,0.43,0.43,0.0,0.14,0.0,0.0,0.43,0.14,0.14,4.48,2.57,3.43,0.57,0.57,1.43,1.29,1.14,0.29,0.43,1.0,0.0,0.14,0.0,1.0,6.75,5.86,12950.0,0.08
309077758,JuanCar_Sevilla,0.14,1.99,0.08,0.02,0.88,0.05,2.03,0.2,3.02,1.44,1.36,2.32,0.83,2.06,0.22,0.0,0.57,0.1,0.28,0.57,4.34,4.91,2.81,1.27,1.82,2.15,0.94,0.83,3.0,2.07,0.42,0.13,0.79,0.3,1.1,0.49,0.28,0.09,0.09,0.0,0.02,0.73,2.28,0.58,6.51,3.69,5.51,0.62,0.53,1.75,2.87,1.29,0.48,0.31,0.9,0.37,0.08,0.05,1.2,5.97,8.62,5950.0,0.19
312788768,mariancentu8,0.2,1.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.0,0.2,2.0,0.0,1.0,0.0,0.0,0.2,0.0,0.8,0.8,3.4,4.2,2.2,0.8,1.8,1.2,1.2,1.2,2.4,0.8,0.2,0.0,0.4,0.0,0.4,0.0,0.2,0.0,0.2,0.0,0.0,5.8,0.4,1.0,6.48,3.8,4.7,3.8,2.8,1.2,4.2,1.0,0.2,0.2,0.8,0.2,0.0,0.0,1.0,4.32,5.6,12950.0,0.66
315221348,Parroncete,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.0,0.4,0.6,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.6,2.4,3.0,1.4,0.6,0.6,1.4,1.0,1.0,1.0,0.4,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.4,5.8,3.6,5.1,1.6,1.4,0.0,2.8,0.4,0.2,0.0,0.2,0.2,0.0,0.0,0.4,4.22,3.6,10850.0,0.22
315808604,15_Juanjo,0.3,1.63,0.05,0.0,0.45,0.13,1.82,0.19,1.87,0.87,0.63,1.36,0.27,1.09,0.37,0.0,0.27,0.12,0.11,0.72,2.59,3.3,1.73,0.45,1.11,1.06,1.13,1.12,2.16,1.57,0.23,0.05,0.76,0.1,0.98,0.29,0.16,0.07,0.07,0.0,0.0,0.59,1.59,0.45,5.69,3.77,4.74,1.26,1.01,1.17,1.79,0.88,0.4,0.25,0.7,0.14,0.02,0.09,0.86,5.51,6.41,10150.0,0.15
317047044,Parada_De_Kito,0.0,1.33,0.0,0.0,0.0,0.33,1.33,0.0,1.67,1.0,0.67,1.67,0.33,1.67,0.0,0.0,0.33,0.0,0.0,0.33,2.0,2.33,1.67,0.33,1.0,1.0,0.33,0.33,1.33,0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,1.0,7.94,4.0,7.17,2.33,2.33,1.33,5.67,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.33,4.36,4.0,12950.0,0.73
317737896,saborido1967,0.0,0.57,0.0,0.0,0.71,0.0,0.43,0.14,0.71,0.29,0.43,0.57,0.14,0.43,0.0,0.0,0.29,0.0,0.0,0.29,3.0,3.29,1.86,1.0,1.29,1.57,0.43,0.43,2.57,0.57,0.29,0.0,0.14,0.14,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.14,0.0,1.0,6.45,3.14,4.79,1.0,1.0,0.71,0.43,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.14,5.34,4.71,12250.0,0.74
323260288,abrepe,0.52,1.67,0.03,0.0,0.64,0.06,2.18,0.06,2.09,1.12,0.79,1.64,0.55,1.3,0.18,0.0,0.48,0.12,0.18,0.52,3.52,4.03,2.18,0.97,1.82,1.27,0.94,0.88,2.39,1.73,0.27,0.06,1.27,0.15,1.18,0.15,0.18,0.15,0.06,0.0,0.03,0.09,0.06,0.27,5.16,3.36,4.21,0.85,0.52,1.58,3.45,0.61,0.24,0.18,0.48,0.09,0.03,0.0,0.58,5.24,6.94,10850.0,0.13
328525931,ReginaLanzas,0.16,0.87,0.03,0.02,0.34,0.15,1.02,0.1,2.28,1.23,0.84,1.92,0.43,1.49,0.21,0.0,0.36,0.2,0.28,1.41,4.9,6.31,3.43,1.25,2.46,2.11,1.74,1.64,3.56,1.34,0.34,0.07,0.52,0.25,0.77,0.31,0.13,0.07,0.0,0.05,0.02,1.67,0.72,0.89,6.24,2.98,5.01,2.0,1.43,1.7,4.0,1.72,0.72,0.51,1.33,0.34,0.07,0.0,1.62,5.02,8.51,13650.0,0.53
333498490,Floren_Salvador,0.23,1.32,0.08,0.0,0.46,0.2,1.52,0.12,3.18,1.55,1.43,2.48,0.79,2.24,0.2,0.0,0.45,0.15,0.26,0.69,5.08,5.77,3.58,1.24,2.14,2.63,1.0,0.95,3.42,1.41,0.29,0.11,0.52,0.29,0.75,0.3,0.3,0.03,0.02,0.0,0.01,0.11,3.73,0.64,6.74,4.03,5.73,0.68,0.64,1.58,3.37,1.59,0.62,0.4,1.12,0.45,0.03,0.0,1.56,5.3,8.87,10150.0,0.34
334003247,soniaperez14,0.25,1.09,0.02,0.03,0.42,0.05,1.25,0.14,0.75,0.31,0.36,0.76,0.22,0.47,0.08,0.0,0.09,0.04,0.28,0.27,1.39,1.66,0.89,0.31,0.39,0.83,0.44,0.46,1.21,1.46,0.21,0.09,0.94,0.06,1.06,0.21,0.11,0.05,0.02,0.01,0.0,0.46,0.0,0.06,4.64,3.64,4.08,0.42,0.42,0.69,0.56,0.55,0.15,0.24,0.51,0.02,0.01,0.06,0.54,4.88,3.91,13650.0,-0.17
337703208,yebaku7,1.5,0.5,0.0,0.0,0.5,0.0,2.0,0.0,2.5,1.0,1.5,2.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,3.5,0.5,1.0,2.5,1.0,0.5,3.0,1.5,0.0,0.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.5,6.17,2.0,6.0,1.0,1.0,1.0,2.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.88,7.0,10850.0,0.48
339791882,Alone995,0.1,0.87,0.03,0.0,0.47,0.1,0.9,0.1,1.36,0.47,0.64,1.01,0.29,0.84,0.24,0.0,0.11,0.1,0.14,0.56,1.84,2.4,1.26,0.3,0.73,0.83,0.84,0.84,1.49,0.56,0.06,0.07,0.37,0.03,0.43,0.04,0.09,0.0,0.0,0.0,0.0,0.21,0.0,0.03,4.54,3.67,4.0,1.23,1.07,0.13,0.71,0.41,0.29,0.06,0.34,0.04,0.01,0.0,0.39,4.57,3.56,9450.0,-0.31
341456990,mjcabgam,0.09,1.0,0.0,0.0,0.39,0.17,0.91,0.17,1.52,1.09,0.35,1.22,0.35,0.7,0.09,0.0,0.48,0.13,0.17,1.39,3.3,4.7,2.09,0.91,1.83,1.09,1.78,1.7,2.48,1.48,0.26,0.13,0.87,0.09,0.78,0.26,0.3,0.04,0.04,0.0,0.09,1.83,0.0,0.7,6.26,4.52,5.2,1.87,1.26,1.91,2.83,1.13,0.48,0.22,0.74,0.39,0.09,0.04,1.04,4.73,7.3,12950.0,0.62
