userid,screen_name,Numero_pasados,Numero_presentes,Numero_futuros,Numero_condicionales,Numero_Infinitivos,Numero_Gerundios,Verbos_indicativo,Verbos_subjuntivo,Numero_determinantes,Determinantes_masc,Determinantes_fem,Determinantes_sing,Determinantes_plu,Determinantes_articulos,Determinantes_numerales,Determinantes_exclamativos,Determinantes_indefinidos,Determinantes_demostrativos,Determinantes_posesivos,Numero_nombres_propios,Numero_nombres_comunes,Numero_nombres,Nombres_singular,Nombres_plural,Nombres_masculino,Nombres_femenino,Genero_no_detectado,Numero_no_detectado,Numero_preposiciones,Numero_pronombres,Pronombres_masc,Pronombres_fem,Pronombres_sing,Pronombres_plu,Pronombres_personales,Pronombres_relativos,Pronombres_indefinidos,Pronombres_demostrativos,Pronombres_interrogativos,Pronombres_numerales,Pronombres_posesivos,Numero_emojis,Numero_hagstags,Numero_webs,Longitud_media_palabras,Moda_palabras_tweet,Mediana_palabras_tweet,Numero_errores,Numero_tipos_de_error,Numero_tildes,Numero_signos_puntuacion,Numero_adjetivos,Adjetivos_masc,Adjetivos_fem,Adjetivos_sing,Adjetivos_plu,Adjetivos_comparativos,Adjetivos_numerales,Adjetivos_calificativos,Media_palabras_por_constituyente,Numero_constituyentes,Renta_zona_usuario,sentiment
167549845,AlezeiaEvans,0.06,1.3,0.0,0.0,0.73,0.12,1.3,0.06,1.48,0.42,0.94,1.21,0.18,0.52,0.12,0.0,0.76,0.06,0.0,1.45,2.58,4.03,1.36,1.03,1.24,1.12,1.67,1.64,2.09,0.73,0.21,0.0,0.55,0.03,0.45,0.0,0.18,0.03,0.06,0.0,0.0,0.12,0.79,0.85,6.82,4.39,5.18,1.0,0.94,0.94,2.64,0.33,0.18,0.06,0.3,0.03,0.06,0.03,0.27,4.09,6.12,12950.0,0.17
169248666,pamawy,0.0,0.73,0.09,0.0,0.27,0.09,0.73,0.09,0.64,0.27,0.18,0.55,0.0,0.27,0.18,0.0,0.09,0.0,0.18,0.36,1.55,1.91,1.18,0.0,0.73,0.45,0.73,0.73,1.09,0.64,0.09,0.0,0.45,0.0,0.18,0.18,0.18,0.09,0.0,0.0,0.0,0.18,0.0,0.73,7.46,3.82,6.27,0.36,0.27,0.45,1.0,0.27,0.09,0.18,0.18,0.09,0.0,0.09,0.27,4.1,2.91,11550.0,0.11
171127520,Susan_db,0.14,0.93,0.0,0.0,0.14,0.0,0.86,0.21,1.64,0.5,0.79,0.86,0.64,0.79,0.36,0.0,0.36,0.07,0.14,1.57,2.79,4.36,1.64,0.5,1.0,1.07,2.29,2.21,2.5,1.14,0.29,0.14,0.5,0.36,0.71,0.14,0.21,0.0,0.0,0.0,0.07,2.0,0.21,1.21,6.67,3.0,4.82,2.21,1.79,0.57,2.0,0.29,0.14,0.0,0.07,0.14,0.07,0.0,0.21,4.53,5.86,11550.0,0.76
174691708,fapemi,0.0,2.33,0.0,0.0,0.33,0.0,2.33,0.0,1.33,0.67,0.67,1.67,0.0,1.33,0.0,0.0,0.0,0.0,0.33,0.33,5.67,6.0,3.33,1.33,2.33,2.33,1.33,1.33,3.33,1.0,0.0,0.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.42,6.0,6.0,0.67,0.67,2.67,3.0,1.0,0.0,0.0,0.67,0.33,0.33,0.0,0.67,4.99,7.67,12250.0,0.84
178015685,Exojo,0.21,1.21,0.09,0.01,0.34,0.12,1.43,0.1,2.45,1.02,1.1,1.73,0.53,1.71,0.33,0.0,0.27,0.1,0.13,0.79,3.14,3.92,2.06,0.75,1.23,1.5,1.19,1.11,2.46,1.21,0.21,0.2,0.53,0.27,0.6,0.18,0.16,0.2,0.06,0.01,0.01,0.16,0.08,0.72,6.69,3.33,5.18,1.11,0.82,1.35,1.96,0.85,0.32,0.23,0.63,0.19,0.02,0.03,0.83,5.27,6.22,13650.0,0.04
178713899,AridayBonilla,0.22,1.06,0.0,0.0,0.78,0.17,1.22,0.06,1.94,0.44,1.11,1.56,0.17,0.78,0.39,0.0,0.67,0.11,0.17,1.11,2.61,3.72,1.94,0.28,0.94,1.17,1.61,1.5,2.72,0.83,0.22,0.06,0.39,0.11,0.5,0.17,0.17,0.0,0.0,0.0,0.0,0.72,0.17,1.0,6.77,3.39,4.42,0.83,0.61,0.33,1.94,0.89,0.28,0.06,0.56,0.11,0.0,0.06,0.89,4.6,6.0,12950.0,0.37
178757983,PabloSanva5,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.8,0.2,0.4,0.8,0.0,0.4,0.2,0.0,0.0,0.0,0.2,1.0,2.6,3.6,1.4,0.0,0.6,0.8,2.2,2.2,1.6,1.6,0.4,0.2,1.0,0.2,0.8,0.4,0.0,0.2,0.0,0.0,0.2,2.6,0.0,1.2,7.51,5.8,6.2,1.4,1.4,1.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,3.6,13650.0,0.71
179135700,YolandaBlaya_23,0.0,2.0,0.0,0.0,2.5,1.0,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,3.0,4.0,2.0,1.0,0.5,2.5,1.0,1.0,3.5,3.0,1.0,0.0,1.0,1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.5,5.01,3.5,4.0,0.5,0.5,1.0,1.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,5.8,10.5,13650.0,0.09
180066831,pmdorta,0.0,2.32,0.05,0.0,0.63,0.11,2.11,0.26,1.37,0.74,0.63,1.63,0.21,0.79,0.0,0.0,0.63,0.0,0.26,0.16,2.84,3.0,2.37,0.21,1.05,1.53,0.42,0.42,2.11,2.63,0.58,0.11,1.32,0.32,1.53,0.63,0.47,0.0,0.0,0.0,0.0,2.05,0.53,1.0,6.31,3.42,4.66,0.26,0.21,0.74,4.05,0.63,0.32,0.05,0.47,0.16,0.11,0.05,0.53,5.8,6.84,12250.0,0.72
184760441,FrancoCalderaro,0.2,0.57,0.0,0.0,0.31,0.12,0.65,0.08,1.22,0.73,0.37,0.86,0.53,0.73,0.12,0.0,0.2,0.08,0.27,2.82,2.2,5.02,1.08,0.8,1.06,0.8,3.16,3.14,2.71,0.76,0.2,0.08,0.37,0.16,0.45,0.06,0.2,0.0,0.02,0.0,0.02,0.16,0.04,0.96,6.62,3.16,5.26,2.45,1.67,0.67,2.1,0.37,0.14,0.08,0.31,0.06,0.04,0.02,0.33,4.47,5.29,12250.0,0.43
184811547,Pedroclamavi,0.38,1.8,0.12,0.02,0.61,0.17,2.14,0.17,2.8,1.14,1.5,2.07,0.91,1.96,0.16,0.0,0.42,0.13,0.29,0.98,4.02,5.0,2.58,1.09,1.66,1.97,1.38,1.32,2.99,2.3,0.37,0.2,1.16,0.37,1.36,0.42,0.32,0.11,0.06,0.0,0.06,0.03,0.15,0.42,5.22,3.0,4.24,1.62,1.14,1.5,4.0,1.05,0.38,0.32,0.68,0.33,0.09,0.02,0.95,5.87,8.95,13650.0,0.23
186128718,LuAl_Gonzalez,0.11,0.22,0.0,0.0,0.0,0.11,0.33,0.0,1.0,0.56,0.33,0.78,0.11,0.44,0.11,0.0,0.33,0.0,0.11,1.0,1.89,2.89,1.22,0.33,1.11,0.44,1.33,1.33,2.0,0.67,0.0,0.11,0.22,0.0,0.33,0.0,0.0,0.0,0.0,0.22,0.11,4.33,0.33,1.0,7.24,3.11,5.0,1.33,0.89,0.44,2.11,1.33,0.67,0.44,1.11,0.22,0.0,0.11,1.33,3.97,4.0,12250.0,0.8
186256294,DJFlow68,0.08,0.79,0.0,0.0,0.35,0.0,0.79,0.08,2.4,0.81,1.0,1.56,0.42,1.29,0.58,0.0,0.48,0.02,0.17,3.44,4.48,7.92,2.73,0.98,1.88,1.83,4.21,4.21,3.19,0.54,0.17,0.04,0.31,0.02,0.38,0.06,0.06,0.0,0.04,0.0,0.0,0.04,0.21,1.04,6.95,3.79,5.49,3.1,0.79,1.52,4.29,1.1,0.27,0.52,0.73,0.38,0.06,0.12,1.04,5.33,8.27,12250.0,0.26
188253028,maravillas24hs,0.0,0.42,0.0,0.0,0.17,0.08,0.42,0.0,0.67,0.5,0.08,0.42,0.17,0.42,0.08,0.0,0.0,0.0,0.08,1.67,2.17,3.83,1.08,0.92,0.92,1.08,1.83,1.83,2.5,0.25,0.08,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.08,0.0,4.5,1.0,8.88,4.08,8.04,1.5,1.33,0.67,1.5,0.33,0.25,0.0,0.25,0.0,0.0,0.0,0.33,4.01,3.92,10850.0,0.68
188440406,Oskarfp,0.15,0.85,0.06,0.03,0.24,0.27,0.91,0.18,1.64,0.67,0.85,1.55,0.3,0.91,0.12,0.0,0.42,0.15,0.33,1.73,2.48,4.21,1.88,0.42,1.09,1.24,1.88,1.91,2.55,0.73,0.03,0.03,0.52,0.06,0.45,0.06,0.09,0.03,0.09,0.0,0.0,0.12,3.15,0.85,7.0,4.48,5.77,1.36,1.09,1.18,1.21,0.82,0.27,0.3,0.73,0.09,0.0,0.06,0.82,5.59,5.67,12250.0,0.31
190862906,elsumillerfiel,0.14,1.26,0.02,0.0,0.56,0.06,1.4,0.02,1.18,0.5,0.66,1.08,0.2,0.36,0.02,0.0,0.74,0.04,0.1,1.86,2.64,4.5,2.0,0.46,1.14,1.04,2.32,2.04,2.28,1.0,0.16,0.02,0.38,0.08,0.62,0.2,0.08,0.08,0.02,0.0,0.0,0.3,0.44,1.04,7.08,3.78,5.4,1.72,1.2,0.7,2.9,0.4,0.16,0.1,0.26,0.12,0.0,0.0,0.4,4.75,5.86,12950.0,0.27
191405135,spidinetworks,0.54,1.09,0.0,0.0,0.57,0.0,1.63,0.0,1.63,1.11,0.0,1.09,0.04,1.09,0.52,0.0,0.0,0.0,0.02,0.93,0.59,1.52,0.54,0.02,0.57,0.0,0.96,0.96,1.98,1.09,0.52,0.0,1.07,0.0,1.07,0.0,0.02,0.0,0.0,0.0,0.0,2.17,1.52,1.0,8.38,4.48,7.52,2.0,1.46,0.54,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,4.28,13650.0,0.36
195309085,1smile4_JByAM,1.0,2.5,0.17,0.0,0.67,0.0,3.5,0.17,1.0,0.5,0.33,0.83,0.0,0.17,0.17,0.0,0.33,0.17,0.0,0.33,1.83,2.17,1.67,0.0,0.83,0.83,0.5,0.5,2.33,3.0,1.0,0.17,2.0,0.0,2.17,0.33,0.33,0.17,0.0,0.0,0.0,1.83,0.0,0.0,4.34,2.5,4.0,1.0,0.83,1.17,1.33,1.17,0.17,0.5,1.17,0.0,0.17,0.0,1.0,5.91,7.33,10850.0,0.95
197123103,JosepBaila,0.01,2.05,0.01,0.0,2.83,0.03,1.29,0.78,2.08,1.77,0.23,1.94,0.08,0.28,0.08,0.0,1.68,0.03,0.01,5.87,3.03,8.9,2.07,0.13,1.89,0.3,6.7,6.7,3.59,1.92,0.03,0.0,0.83,0.01,0.24,0.8,0.75,0.0,0.0,0.14,0.0,0.83,0.16,0.09,4.17,3.72,3.75,7.01,1.75,1.86,3.47,1.79,0.19,0.03,1.76,0.02,0.04,0.01,1.75,6.55,10.17,12950.0,-0.41
198639865,Milanlomo,0.45,1.82,0.0,0.09,0.36,0.0,2.18,0.18,4.09,2.45,1.55,3.55,1.0,3.18,0.09,0.0,0.55,0.09,0.45,1.36,5.64,7.0,4.09,1.36,3.09,2.09,1.82,1.55,4.0,1.36,0.09,0.09,0.64,0.27,0.55,0.36,0.09,0.36,0.0,0.0,0.0,0.0,0.18,1.0,5.74,3.0,4.36,0.82,0.64,1.55,3.91,1.82,0.45,0.64,1.27,0.55,0.09,0.09,1.73,6.23,9.55,12950.0,-0.19
199238179,Raymon86,0.0,0.33,0.0,0.0,0.0,0.22,0.33,0.0,1.11,0.44,0.56,1.11,0.11,1.0,0.11,0.0,0.0,0.0,0.11,1.22,3.0,4.22,2.22,0.56,1.33,1.44,1.44,1.44,2.67,0.33,0.11,0.0,0.11,0.11,0.22,0.11,0.0,0.0,0.0,0.0,0.0,1.56,0.0,1.0,6.84,4.33,5.17,1.22,1.11,0.56,1.56,0.78,0.33,0.11,0.67,0.0,0.0,0.11,0.67,4.37,4.67,12950.0,0.21
200541776,AgustinLowpozi,0.4,0.65,0.04,0.0,0.37,0.14,1.03,0.02,4.95,2.0,2.22,3.87,0.74,3.83,0.73,0.0,0.32,0.05,0.21,3.64,7.52,11.15,5.29,1.25,2.62,3.01,5.53,4.61,6.33,0.34,0.07,0.01,0.09,0.19,0.15,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.04,5.57,2.84,4.67,2.07,1.21,2.06,4.14,1.26,0.45,0.34,0.98,0.24,0.01,0.08,1.24,6.53,11.31,10850.0,0.1
204946958,vazquez_aj,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,1.75,0.75,1.0,1.75,0.0,1.75,0.0,0.0,0.0,0.0,0.0,3.5,2.5,6.0,1.75,0.75,1.25,1.25,3.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.0,6.76,2.75,5.62,2.25,0.75,0.75,1.25,1.0,0.5,0.0,0.75,0.25,0.0,0.0,0.75,4.81,5.25,11550.0,0.34
205678729,SebaPomares,0.1,0.5,0.0,0.0,0.45,0.0,0.6,0.0,1.25,0.3,0.9,1.0,0.25,0.6,0.05,0.0,0.45,0.05,0.05,1.85,2.2,4.05,1.6,0.4,0.55,1.45,2.05,2.05,2.2,0.6,0.25,0.05,0.35,0.2,0.15,0.25,0.1,0.05,0.0,0.0,0.1,1.45,2.1,1.05,7.88,3.6,5.88,2.2,1.65,0.95,1.65,0.3,0.05,0.05,0.3,0.0,0.0,0.0,0.3,4.96,4.4,10150.0,0.37
207924866,associacioamisi,0.0,0.55,0.0,0.0,0.5,0.0,0.5,0.05,1.05,0.41,0.55,0.91,0.09,0.45,0.09,0.0,0.5,0.0,0.0,0.55,1.64,2.18,0.91,0.05,0.23,0.68,1.27,1.23,2.18,0.14,0.05,0.0,0.0,0.09,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.59,2.05,1.23,8.63,6.41,7.64,1.64,1.18,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,3.45,12950.0,-0.18
208843885,alefalimusica,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,8.0,4.0,0.0,1.0,3.0,4.0,4.0,7.0,5.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.15,2.0,4.5,1.0,1.0,0.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,6.36,11.0,13650.0,0.88
210872149,maxi164,0.07,0.14,0.0,0.0,0.07,0.0,0.21,0.0,1.21,0.93,0.29,1.36,0.0,1.14,0.0,0.0,0.07,0.0,0.14,1.71,2.36,4.07,2.21,0.0,0.71,1.0,2.36,1.86,2.29,0.21,0.07,0.0,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,1.57,4.29,1.0,7.29,4.21,6.54,1.64,1.0,0.21,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,4.36,10150.0,0.43
211799482,BERNA_NAIZ,0.36,1.79,0.07,0.0,0.14,0.57,2.07,0.14,2.57,0.79,0.57,1.57,0.0,0.71,1.21,0.0,0.36,0.21,0.21,1.29,2.5,3.79,1.5,0.71,1.14,1.07,1.57,1.57,2.21,1.86,0.5,0.0,1.21,0.36,1.57,0.0,0.21,0.07,0.0,0.0,0.0,0.21,0.5,0.36,6.3,2.21,4.71,3.57,2.64,1.43,9.5,0.79,0.29,0.36,0.57,0.21,0.0,0.0,0.71,4.71,7.86,11550.0,0.53
213611782,CarlosMSalado,0.4,0.7,0.1,0.0,0.4,0.2,1.0,0.1,1.7,1.0,0.5,1.5,0.2,0.7,0.2,0.0,0.5,0.2,0.2,0.8,1.9,2.7,1.5,0.4,0.9,1.0,0.8,0.8,1.3,0.6,0.2,0.0,0.3,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.3,6.92,3.7,4.9,1.0,0.9,0.7,1.8,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,3.9,4.7,12950.0,0.18
213619474,sito_ito,0.38,1.33,0.12,0.08,0.5,0.21,1.67,0.25,2.33,1.38,0.58,1.96,0.29,1.33,0.38,0.0,0.54,0.04,0.17,0.58,2.67,3.25,2.08,0.42,1.38,1.04,0.83,0.75,2.25,1.79,0.42,0.12,1.0,0.17,1.0,0.29,0.29,0.17,0.0,0.04,0.0,0.04,0.0,0.29,5.04,2.75,3.65,1.04,0.92,1.0,2.08,0.92,0.46,0.17,0.88,0.04,0.04,0.04,0.88,5.36,6.29,10850.0,0.15
214399884,mikelurkizu,0.03,0.88,0.01,0.0,0.79,0.01,0.91,0.0,1.31,0.38,0.87,1.19,0.08,0.45,0.06,0.0,0.79,0.0,0.01,0.63,1.54,2.17,1.21,0.18,0.39,0.98,0.8,0.78,1.53,0.12,0.03,0.0,0.06,0.03,0.06,0.02,0.02,0.01,0.01,0.0,0.0,0.03,0.0,1.0,7.13,4.43,4.59,0.34,0.23,0.34,0.37,0.16,0.08,0.04,0.12,0.04,0.0,0.01,0.16,3.7,3.73,13650.0,-0.02
215819041,ManuelTorresTfe,0.15,0.9,0.02,0.0,0.6,0.0,1.08,0.0,1.42,0.5,0.82,1.18,0.25,0.55,0.1,0.0,0.62,0.1,0.1,1.35,2.62,3.98,1.88,0.52,0.9,1.5,1.58,1.58,2.52,0.62,0.15,0.0,0.38,0.0,0.38,0.12,0.08,0.0,0.05,0.0,0.0,2.3,0.32,1.02,6.44,3.72,4.75,1.02,0.72,0.55,2.05,0.48,0.18,0.15,0.3,0.12,0.0,0.08,0.45,4.6,5.85,10850.0,0.54
215961514,Gurygundi,0.18,1.08,0.01,0.0,0.25,0.08,1.21,0.06,1.48,0.79,0.47,1.3,0.18,0.77,0.21,0.0,0.32,0.14,0.18,0.53,2.45,2.99,1.73,0.43,1.14,0.97,0.87,0.83,1.59,1.13,0.22,0.03,0.6,0.09,0.68,0.21,0.13,0.09,0.0,0.01,0.0,1.09,0.03,0.59,6.07,3.6,4.66,0.91,0.78,0.75,2.07,0.53,0.22,0.16,0.41,0.12,0.03,0.03,0.5,4.31,4.94,13650.0,0.18
217746950,rachocolate_,0.55,1.23,0.0,0.02,0.48,0.15,1.63,0.19,1.44,0.81,0.48,1.23,0.34,0.9,0.15,0.0,0.27,0.05,0.23,0.87,2.47,3.34,1.69,0.5,1.35,0.84,1.15,1.15,1.77,1.68,0.24,0.1,0.81,0.18,1.11,0.34,0.18,0.03,0.02,0.0,0.0,0.4,0.19,0.16,5.07,3.42,4.3,1.24,0.92,1.19,1.13,0.79,0.37,0.23,0.63,0.11,0.02,0.1,0.76,5.66,5.92,13650.0,-0.05
219085149,ismaelnavarro73,0.0,0.33,0.0,0.0,0.67,0.0,0.33,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,2.33,1.33,3.67,1.0,0.0,0.0,1.0,2.67,2.67,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,1.0,9.44,4.67,8.0,0.33,0.33,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,4.0,12250.0,-0.27
223155164,raguitri,0.07,1.33,0.0,0.0,0.93,0.0,1.27,0.13,2.27,0.73,1.47,1.73,0.53,1.07,0.07,0.0,0.93,0.13,0.07,0.47,3.13,3.6,2.27,0.67,0.87,2.0,0.73,0.67,2.33,0.67,0.2,0.07,0.4,0.07,0.6,0.07,0.0,0.0,0.0,0.0,0.0,0.73,1.33,0.8,6.72,3.27,4.6,0.87,0.73,1.33,1.0,0.4,0.07,0.2,0.27,0.13,0.0,0.0,0.4,5.21,6.27,10150.0,0.49
225499493,intymar,0.0,1.67,0.33,0.0,0.0,0.33,2.0,0.0,1.0,0.67,0.33,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.67,5.67,3.0,0.33,1.0,2.33,2.33,2.33,2.33,1.67,0.33,0.0,0.67,0.33,1.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.0,7.53,2.67,5.5,1.0,1.0,0.67,2.33,1.67,0.0,0.67,1.33,0.0,0.0,0.33,1.67,4.06,6.67,10850.0,-0.14
225954159,javichu08,0.2,0.6,0.25,0.05,0.4,0.05,0.95,0.15,1.75,0.8,0.65,1.25,0.35,1.05,0.3,0.0,0.25,0.05,0.1,2.55,2.95,5.5,1.95,0.55,1.4,1.05,3.05,3.0,2.75,1.0,0.2,0.05,0.6,0.1,0.65,0.1,0.15,0.0,0.05,0.05,0.0,1.3,2.9,0.85,6.33,3.65,5.15,2.4,1.2,1.5,1.6,0.55,0.15,0.2,0.45,0.1,0.05,0.05,0.5,5.2,5.95,11550.0,0.31
226658046,Kirielisi,0.41,1.1,0.03,0.01,0.43,0.13,1.45,0.07,1.59,0.91,0.53,1.32,0.28,0.93,0.15,0.0,0.31,0.14,0.16,1.23,2.57,3.8,1.6,0.66,1.15,1.12,1.52,1.54,1.8,1.13,0.12,0.05,0.67,0.05,0.82,0.13,0.11,0.03,0.02,0.01,0.01,0.05,0.41,0.37,5.41,3.6,4.5,2.03,1.54,0.49,2.12,0.58,0.27,0.15,0.49,0.07,0.02,0.02,0.55,4.87,5.54,10850.0,-0.01
232878377,antoniopardo14,0.04,0.78,0.02,0.0,0.44,0.11,0.83,0.02,1.95,0.99,0.64,1.48,0.28,1.07,0.31,0.0,0.36,0.09,0.15,1.32,3.21,4.54,1.88,0.92,1.71,1.03,1.79,1.74,2.83,0.65,0.21,0.02,0.28,0.1,0.28,0.12,0.1,0.05,0.02,0.03,0.06,1.25,0.1,1.01,6.56,3.64,4.9,0.75,0.59,0.74,2.12,0.61,0.21,0.17,0.53,0.06,0.01,0.07,0.6,5.19,5.75,12950.0,0.2
233345061,A_MtnezIniesta,0.06,0.6,0.04,0.0,0.25,0.1,0.66,0.04,1.49,0.76,0.65,1.21,0.37,1.03,0.08,0.0,0.17,0.1,0.12,2.36,2.59,4.95,1.43,1.05,1.58,0.88,2.49,2.46,2.44,0.49,0.12,0.04,0.21,0.13,0.26,0.12,0.04,0.04,0.02,0.0,0.02,0.5,0.94,0.96,8.42,5.36,6.27,0.74,0.69,1.28,2.56,0.68,0.28,0.1,0.45,0.21,0.03,0.0,0.65,4.98,5.27,10850.0,0.38
234784742,PI1968,0.0,0.97,0.01,0.0,0.95,0.0,0.98,0.0,2.05,0.03,1.97,2.0,0.02,1.05,0.05,0.0,0.95,0.0,0.01,1.03,2.14,3.17,2.03,0.03,0.04,2.01,1.12,1.11,3.09,0.03,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,1.0,5.94,2.03,4.5,1.07,1.03,0.07,1.09,0.07,0.03,0.04,0.04,0.03,0.0,0.0,0.07,4.98,6.06,12250.0,0.16
234853274,NievesVM,0.0,0.91,0.0,0.0,0.86,0.02,0.91,0.0,1.03,0.08,0.89,0.97,0.03,0.06,0.06,0.0,0.88,0.03,0.03,2.08,1.18,3.26,1.02,0.06,0.09,0.98,2.18,2.18,2.0,0.05,0.0,0.0,0.03,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.55,0.71,1.02,6.88,4.73,5.13,1.38,1.26,0.09,1.48,0.06,0.02,0.05,0.03,0.03,0.0,0.02,0.06,4.2,4.12,10850.0,0.59
237053950,Antonio_CruzMa,1.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5,7.5,5.5,0.0,4.0,1.5,2.0,2.0,7.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,5.48,2.0,4.5,4.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.82,13.5,12250.0,-0.79
237363671,vinostravel,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.5,8.58,3.5,7.25,0.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.07,7.0,12950.0,0.0
238994850,lolagracia2,0.43,1.41,0.11,0.02,0.46,0.07,1.83,0.15,2.91,1.35,1.25,2.27,0.67,1.83,0.3,0.0,0.4,0.25,0.3,1.14,4.34,5.48,2.89,1.06,1.64,2.1,1.74,1.53,3.14,1.65,0.41,0.08,0.77,0.39,0.89,0.2,0.34,0.09,0.1,0.0,0.02,0.74,0.36,0.6,5.98,3.45,4.7,1.04,0.69,1.91,2.83,1.11,0.36,0.31,0.75,0.32,0.03,0.04,1.07,5.16,8.38,10150.0,0.27
240268600,EliMorales8,0.2,1.1,0.1,0.0,0.9,0.2,1.3,0.0,1.6,0.5,0.9,1.3,0.2,0.7,0.2,0.0,0.5,0.1,0.0,1.5,2.6,4.1,2.2,0.2,1.0,1.4,1.7,1.7,2.4,0.8,0.3,0.0,0.3,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,1.2,2.0,1.0,6.91,3.8,5.4,1.2,1.1,0.8,2.1,0.5,0.2,0.0,0.4,0.0,0.0,0.0,0.5,4.94,6.3,10850.0,0.33
242123668,miguel_ibarra_,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.33,10.0,7.0,4.0,3.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.75,4.0,12950.0,0.0
243347140,Hector_Braga,0.41,1.38,0.12,0.01,0.54,0.17,1.76,0.16,2.97,1.39,1.24,2.2,0.63,1.93,0.33,0.0,0.47,0.14,0.2,2.98,4.78,7.76,3.08,1.28,2.17,2.0,3.59,3.41,3.18,1.63,0.41,0.11,0.8,0.24,0.91,0.38,0.15,0.12,0.02,0.02,0.07,2.06,0.85,0.63,6.01,3.37,5.0,5.43,1.5,2.96,4.11,1.95,0.68,0.45,1.38,0.5,0.03,0.09,1.92,5.6,10.17,13650.0,0.34
244045005,Torinoga,0.04,0.26,0.0,0.0,0.14,0.07,0.27,0.03,0.97,0.43,0.45,0.84,0.09,0.75,0.08,0.0,0.1,0.03,0.04,3.08,2.03,5.11,1.43,0.34,0.75,0.99,3.37,3.34,2.23,0.45,0.16,0.01,0.24,0.07,0.19,0.04,0.12,0.1,0.0,0.0,0.0,0.01,5.46,1.0,8.08,5.19,7.01,1.31,1.12,0.91,2.47,0.32,0.07,0.14,0.25,0.06,0.01,0.03,0.31,3.84,4.87,12950.0,0.14
